clean_name,horse_gear,gear_win_rate
KING ON EARTH,--,0.0
KING OPIE,H1,0.0
KING OPIE,H-,0.0
KING OPIE,TT1,0.0
KING OPIE,TT,0.0
KING OPIE,TT/B1,0.0
KING OPIE,TT/B,0.0
KING OPIE,TT/B-/V1,0.0
KING OPIE,TT/V,0.0
KING OPIE,TT/V-/CP1,0.0
KING OPIE,TT-/CP,0.0
KING OPIE,TT2/CP-/XB1,0.0
KING OPIE,TT/XB/CP2,0.0
KING OPIE,TT/CP/XB,0.0
KING OPIE,TT/CP-/XB/B2,0.0
KING OPIE,TT/B/XB,0.0
KING OPIE,TT/XB-/B,0.0
KING OPIE,TT-/B-/CP2,0.0
KING OPIE,CP,0.0
KING OPIE,CP-/B2,0.0
KING OPIE,B,0.0
KING OPIE,B/XB2,0.0
KING OPIE,B-/XB,0.0
KING OPIE,XB,0.0
KING OPIE,XB/B2,0.0
KING OPIE,B/XB,0.07692307692307693
KING OPIE,--,0.125
KING PENDRAGON,--,0.034482758620689655
KING TAI SING,TT1,0.0
KING TAI SING,TT-,0.0
KING TAI SING,H1,0.0
KING TAI SING,H-/P1,0.0
KING TAI SING,H-/P2,0.0
KING TAI SING,P-/H2,0.16666666666666666
KING TAI SING,H,0.10526315789473684
KING TAI SING,H-,0.0
KING TAI SING,--,0.0
KING TAI SING,P2,0.0
KING TAI SING,P,0.0
KING TAI SING,P-,0.0
KING WINSA,--,0.0
KING'S DAGGER,--,0.0
KING'S FAIRY,B1,0.0
KING'S FAIRY,B,0.0
KING'S FAIRY,B-/CP1,0.0
KING'S FAIRY,CP,0.0
KING'S FOLKS,--,0.058823529411764705
KING'S MAN,--,0.0625
KING'S MAN,B1,0.0
KING'S PACT,H1,0.0
KING'S PACT,H,0.75
KING'S PACT,H/B1,0.0
KING'S PACT,B/H,0.0
KING'S PACT,B-/H-,0.0
KING'S PACT,B2,0.3333333333333333
KING'S PACT,B,0.0
KING'S PACT,B-,0.0
KING'S PACT,--,0.08
KING'S ROSE,TT1,0.0
KING'S ROSE,TT,0.0
KING'S ROSE,--,0.0
KING'S STEED,--,0.0
KINGS DOMAIN,TT1,0.0
KINGS DOMAIN,TT,0.0
KINGS DOMAIN,TT/B1,0.0
KINGS DOMAIN,TT/B,0.0
KINGS DOMAIN,TT-/B-,0.0
KINGS DOMAIN,--,0.0
KINGS DOMAIN,B2,0.0
KINGS DOMAIN,B,0.0
KINGSFIELD,--,0.07407407407407407
KINGSTON ELITE,--,0.48148148148148145
KINGSTON JUMBO,--,0.09259259259259259
KINGSTON MARBLE,--,0.2631578947368421
KINGSTON ONE,--,0.043478260869565216
KINGSTON SAMBA,--,0.18181818181818182
KINGSTON SPARTACUS,--,0.047619047619047616
KINGSWAY KID,--,0.0
KIRAM,--,0.10344827586206896
KIROV,--,0.1
KISEKI,--,0.02564102564102564
KISSMET,B1,0.0
KISSMET,B,0.0
KISSMET,TT1/B-/SR1,0.0
KISSMET,TT/SR/B2,0.0
KISSMET,TT/B-/SR-,0.0
KISSMET,TT,0.0
KISSMET,TT/B2,0.0
KISSMET,TT/B-,0.0
KISSMET,TT/H1,0.0
KISSMET,TT/H/B2,0.0
KISSMET,TT/B-/H,0.0
KISSMET,TT/H,0.0
KITAYA,--,0.0
KITAYA,B1,0.0
KITAYA,B,0.0
KIWI SUNRISE,--,0.0
KIWI SUNRISE,TT1,0.0
KIWI SUNRISE,TT,0.0
KIWI SUNRISE,TT-/H1,0.0
KIWI SUNRISE,H,0.0
KNIGHT HERO,--,0.07692307692307693
KNIGHT HERO,V1,0.0
KNIGHT HERO,V,0.0
KOENIGSBERG,--,0.07142857142857142
KOKODA,--,0.0
KOWLOON EAST KING,TT1,0.0
KOWLOON EAST KING,TT,0.0
KOWLOON EAST KING,TT/B1,0.0
KOWLOON EAST KING,TT/B,0.0
KOWLOON EAST KING,TT/B-/V1,0.0
KOWLOON EAST KING,TT/V-/B2,0.0
KOWLOON EAST KING,TT/B-,0.0
KUNG HEI FAT CHOI,--,0.0
KUNG HEI FAT CHOI,TT1,0.0
KUNG HEI FAT CHOI,TT/B1,0.0
KUNG HEI FAT CHOI,TT/B2,0.0
KUNG HEI FAT CHOI,TT/B,0.0
KUNG HEI FAT CHOI,TT/B-,1.0
KUNG HEI FAT CHOI,TT,0.09090909090909091
KWAICHUNG BROTHERS,B1,0.0
KWAICHUNG BROTHERS,B-/CP1,0.0
KWAICHUNG BROTHERS,CP,0.0
KWAICHUNG BROTHERS,CP-/B2,0.0
KWAICHUNG BROTHERS,B-,0.0
KWAICHUNG BROTHERS,B2,0.0
KWAICHUNG BROTHERS,B-/P1,1.0
KWAICHUNG BROTHERS,P-/B2,0.0
KWAICHUNG BROTHERS,B,0.13513513513513514
KWAICHUNG BROTHERS,--,0.0
KYARA,TT1,0.0
KYARA,TT,0.2222222222222222
KYARA,TT/CP1,0.0
KYARA,TT/CP,0.08333333333333333
KYNAM,TT1/B1,0.0
KYNAM,TT/B-/H1,0.0
KYNAM,TT/B-/H2,0.0
KYNAM,TT/H,0.0
KYNAM,TT/H-/B2,0.0
KYNAM,TT/B,0.09523809523809523
KYRUS BOWSER,H1,0.0
KYRUS BOWSER,H,0.2608695652173913
LA BOMBA,--,1.0
LA COTE DE BLEU,--,0.125
LADY FIRST,--,0.1935483870967742
LAGO EXPRESS,--,0.14285714285714285
LAMAROSA,--,0.02857142857142857
LAMBRO,--,0.08571428571428572
LANCASTER BOMBER,--,0.0
LAND GRANT,--,0.0
LANG TAI SING,--,0.0
LANSBURY,--,0.0
LAST KINGDOM,--,0.18181818181818182
LASTING FRIENDSHIP,--,0.0
LAUDABLE VIRTUE,--,0.0
LAUGH OUT LOUD,--,0.0625
LAUGHING LORD,--,0.0
LE PANACHE,--,0.13043478260869565
LE PEGASE,--,0.0
LE PEGASE,TT1,0.0
LE PEGASE,TT/H1,0.0
LE PEGASE,TT/H,0.0
LEAD THE PROSPECTS,--,0.0
LEAD THE PROSPECTS,B1,0.0
LEAD THE PROSPECTS,TT/B,0.0
LEAD THE PROSPECTS,TT/B/E,0.3333333333333333
LEADING CITY,B1,0.0
LEADING CITY,TT1/B-,0.0
LEADING CITY,TT/B-,0.0
LEADING CITY,TT,0.0
LEADING CITY,TT/CP1,0.0
LEADING CITY,TT/CP-,0.0
LEADING CITY,TT/B2,0.0
LEADING CITY,TT-/B-,0.0
LEADING CITY,B2,0.0
LEADING CITY,B,0.07142857142857142
LEADING HORSE,--,0.2
LEAN AMBASSADOR,--,0.0
LEAN JOURNEY,TT1,0.0
LEAN JOURNEY,TT,0.0
LEAN PERFECTION,TT1/B1,0.0
LEAN PERFECTION,TT/B,0.125
LEELI'S STAR,--,0.0
LEGEND EXPRESS,--,0.0
LEGEND LOVERS,--,0.0
LEGENDARY DRAGON,--,0.0
LEISURED FEET,--,0.041666666666666664
LEO'S PRIDE,--,0.13793103448275862
LEOWL,--,0.0
LET ME DANCE,--,0.11538461538461539
LET ME DO,--,0.06666666666666667
LET ME FIGHT,--,0.0
LET ME GO,--,0.0
LET ME HANDLE IT,H1,0.0
LET ME HANDLE IT,H,0.0
LET ME TOO,--,0.11428571428571428
LET US WIN,--,0.0
LET'S GO DONKI,--,0.0
LET'S GOAL,--,0.0
LET'S TAKE IT EASY,TT1,0.0
LET'S TAKE IT EASY,TT/B1,0.0
LET'S TAKE IT EASY,TT/B-,0.0
LET'S TAKE IT EASY,TT,0.0
LETSGOFREE,--,0.0
LETSGOFREE,H,1.0
LETSGOFREE,H/B1,0.0
LETSGOFREE,B/H,0.5
LEVANTE,--,0.0
LEVEL PLAYER,SR1,0.0
LEVEL PLAYER,SR,0.0
LEVEL PLAYER,B1/H1,0.0
LEVEL PLAYER,B-/H-,0.0
LEVEL PLAYER,B2,0.0
LEVEL PLAYER,B-/SR2,0.0
LEVEL PLAYER,SR-,0.0
LEVEL PLAYER,V1,0.0
LEVEL PLAYER,V,0.0
LEVEL PLAYER,TT1/V-/B2/H2,0.0
LEVEL PLAYER,TT/B/H,0.0
LEVEL PLAYER,TT/B-/H/V2,0.0
LEVEL PLAYER,--,0.0
LEVEL PLAYER,H2,0.0
LIBERAL OF MIND,--,0.0
LIBERATOR,--,0.42857142857142855
LIBERTY VALANCE,--,0.09375
LIFE OF BEAUTY,--,0.0
LIFELINE ELITE,--,0.16666666666666666
LIGHTNING AND GOLD,--,0.0
LIGHTNING MISSILE,--,0.0
LIGHTNING MOUNT,--,0.08823529411764706
LIGHTNING PEGASUS,--,0.125
LIGHTNING SPEAR,--,0.05
LIGHTNING STEED,--,0.0
LIGHTNING TREASURE,--,0.8333333333333334
LIMITLESS,--,0.0
LINE SEEKER,B1,0.0
LINE SEEKER,B-,0.0
LINE SEEKER,--,0.07692307692307693
LINKED WIN,--,0.11538461538461539
LINMANIA,--,0.14285714285714285
LINTON,--,0.04878048780487805
LION ROCK,--,0.06666666666666667
LIONROCKSPIRIT,--,0.0
LIONS' FORTUNE,--,0.08695652173913043
LITTERATEUR,--,0.3157894736842105
LITTLE BIRD,--,0.0
LITTLE BRIDGE,--,0.027777777777777776
LITTLE COW,--,0.0
LITTLE DEVIL,--,0.0
LITTLE DRAGON,--,0.0
LITTLE DREAMS,--,0.0
LITTLE FANTASY,--,0.1111111111111111
LITTLE GERDA,--,0.11764705882352941
LITTLE GIANT,--,0.0
LITTLE ISLAND,--,0.0
LITTLE MEN,--,0.0
LITTLE MIKE,--,0.0
LITTLE RAINFOREST,--,0.0
LITTLE WIND,B1,0.0
LITTLE WIND,B,0.13636363636363635
LITTLE WIND,B/XB1,0.0
LITTLE WIND,B/XB,0.0
LIUZHOU WARRIOR,TT1,0.0
LIVERBIRD STAR,--,0.0
LIVERPOOL LAD,TT1/B1,0.0
LIVERPOOL LAD,TT/B,0.0
LOADED,H1,0.0
LOADED,H,0.2
LOADED,H-,0.0
LOADED,--,1.0
LOADS OF JOY,--,0.0
LOADS OF JOY,V1,0.0
LOADS OF JOY,V,0.0
LOADS OF JOY,TT1/V,0.0
LOADS OF JOY,TT/V,0.42857142857142855
LOADS OF JOY,TT/V-/B1,0.0
LOADS OF JOY,TT/B-,0.0
LOADS OF JOY,TT,0.0
LOADS OF JOY,TT/B2,0.0
LOADS OF JOY,TT/PC-/B2,0.0
LOADS OF JOY,TT/B,0.09090909090909091
LOCKHEED,--,0.05555555555555555
LOGAN ONE,--,0.0
LOMBARDI,--,0.10344827586206896
LONDON CHINA TOWN,--,0.0
LONDON CITY,--,0.07894736842105263
LONDON HALL,--,0.17647058823529413
LONDON MASTER,--,0.075
LONDON WALK,--,0.09523809523809523
LONGWAH AMBER,--,0.058823529411764705
LONGWAH INVINCIBLE,--,0.25
LONGWAH KID,--,0.05263157894736842
LONGWAH RISING,--,0.06451612903225806
LONGWAH SILENT,--,0.0
LONGWAH SUPREME,H1,0.0
LONGWAH SUPREME,H-/B1,0.0
LONGWAH SUPREME,B-,0.0
LONGWAH SUPREME,H2,0.0
LONGWAH SUPREME,H,0.2
LONGWAH SUPREME,H-/B2,0.0
LONGWAH SUPREME,B,0.07142857142857142
LONGWAH SUPREME,--,0.0
LOOK ERAS,--,0.0
LOOKING GOOD,--,0.0
LOOKS LIKE THE CAT,TT1,0.0
LOOKS LIKE THE CAT,TT,0.0
LOOKS LIKE THE CAT,TT/B1,0.0
LOOKS LIKE THE CAT,TT/B,0.0
LOOKS LIKE THE CAT,TT/B/XB1,0.0
LOOKS LIKE THE CAT,TT/B-/XB,0.0
LOOKS LIKE THE CAT,TT/XB,0.1
LOOKS LIKE THE CAT,TT/XB/CP1,0.0
LORD DRAGON,XB1,0.0
LORD DRAGON,TT1/XB,0.0
LORD DRAGON,TT/XB,0.0
LORD DRAGON,TT/XB-/H1,0.0
LORD DRAGON,TT/H,0.125
LORD KANALOA,--,0.0
LORD SINCLAIR,TT1/BO1,0.0
LORD SINCLAIR,TT/BO-/B1,0.0
LORD SINCLAIR,TT/B-,0.0
LORD SINCLAIR,TT,0.0
LORD SINCLAIR,TT/B2,0.0
LORD SINCLAIR,TT/B,0.047619047619047616
LOTS OF FUN,H1,0.0
LOTS OF FUN,H,0.3333333333333333
LOTS OF FUN,H/XB1,0.0
LOTS OF FUN,H/XB,0.125
LOTUS BREEZE,--,0.0
LOTUS LOVE,--,0.2727272727272727
LOTUS STRIKES BACK,H1,0.0
LOTUS STRIKES BACK,H-/CP1,0.0
LOTUS STRIKES BACK,CP,0.0
LOTUS STRIKES BACK,CP-,0.0
LOTUS STRIKES BACK,SR1/H2,0.0
LOTUS STRIKES BACK,H/SR,0.0
LOTUS STRIKES BACK,SR-/H/P1,0.0
LOTUS STRIKES BACK,P-/H/PC1,0.0
LOTUS STRIKES BACK,H/PC,0.0
LOTUS STRIKES BACK,PC-/H/P2,0.0
LOTUS STRIKES BACK,H/P,0.0
LOVE CHUNGHWA,TT1,0.0
LOVE CHUNGHWA,TT,0.25
LOVE CHUNGHWA,TT/CP1,0.0
LOVE SHOCK,--,0.0
LOVELY BOY,--,0.0
LOVELY DAY,--,0.16666666666666666
LOVELY DELOVELY,B1,0.0
LOVELY NAUGHTY,--,0.0
LOVELY PANDA,--,0.0
LOVING ALL,--,0.0
LOVING ALL,CP1,0.0
LOVING ALL,CP,0.0
LOVING STAR,H1,0.0
LOVING STAR,H,0.0
LOVING STAR,H-/B1,0.0
LOVING STAR,B,0.0
LOVING STAR,TT1/B,0.0
LOVING STAR,TT/B,0.0
LOVING STAR,TT/B-,0.0
LOVING STAR,TT,0.0
LOYAL ARMY,--,0.0
LOYAL CRAFTSMAN,--,0.0
LOYAL CRAFTSMAN,B1/H1,0.0
LOYAL CRAFTSMAN,B/H,0.2
LU YUE,--,0.0
LU YUE,B1,0.0
LU YUE,B,0.0
LUCIA VALENTINA,--,0.0
LUCIA VALENTINA,B1,0.0
LUCIA VALENTINA,B,0.0
LUCIA VALENTINA,B-/CP1,0.0
LUCIA VALENTINA,CP-/H1,0.0
LUCIA VALENTINA,TT1/H,0.0
LUCIA VALENTINA,TT/H,0.0
LUCKY ALLOY,--,0.0
LUCKY AND WEALTHY,--,0.038461538461538464
LUCKY ARMY,--,0.0
LUCKY ARMY,B1,0.0
LUCKY ARMY,B,0.16666666666666666
LUCKY BABY,--,0.0
LUCKY BABY,B1,0.0
LUCKY BABY,B,0.08333333333333333
LUCKY BABY,V/E1,0.0
LUCKY BABY,E/V,0.0
LUCKY BABY,E-/V,0.0
LUCKY BABY,V,0.0
LUCKY BALL,B1,0.0
LUCKY BALL,B,0.0
LUCKY BALL,B2,0.0
LUCKY BALL,B-,0.0
LUCKY BALL,--,0.2
LUCKY BLESSINGS,--,0.0
LUCKY BLESSINGS,B1,0.0
LUCKY BLESSINGS,B,0.0
LUCKY BLESSINGS,B/E1,0.0
LUCKY BLESSINGS,B/E,0.36363636363636365
LUCKY BOLE,B,0.0
LUCKY BONUS,--,0.0
LUCKY BOY,CP1,0.0
LUCKY BOY,CP-,0.0
LUCKY BOY,--,0.0
LUCKY BOY,CP2,0.0
LUCKY BOY,CP,0.2
LUCKY BRAVO,--,0.05
LUCKY BUBBLES,--,0.0
LUCKY BUBBLES,B1,0.0
LUCKY BUBBLES,TT1/B,0.0
LUCKY BUBBLES,TT/B,0.0
LUCKY BUBBLES,TT-/B,0.0
LUCKY BUBBLES,B-/H1,0.0
LUCKY BUBBLES,TT2/H,0.0
LUCKY BUBBLES,TT/H,0.0
LUCKY BUBBLES,TT/H/B2,0.0
LUCKY BUBBLES,TT/B/H,0.0
LUCKY BUBBLES,TT/B-/H-,0.0
LUCKY BUBBLES,TT,0.0
LUCKY CELEBRITY,--,0.0
LUCKY CELEBRITY,B1,0.0
LUCKY CHEVALIER,--,0.08695652173913043
LUCKY CHOICE,H1,0.0
LUCKY CHOICE,H,0.0
LUCKY CHOICE,H/B1,0.0
LUCKY CHOICE,B/H,0.0
LUCKY CHOICE,H-/B,0.0
LUCKY CHOICE,B,0.0
LUCKY CHOICE,B-,0.0
LUCKY CHOICE,TT1,0.0
LUCKY CHOICE,TT,0.0
LUCKY CHOICE,TT/P1,0.0
LUCKY CHOICE,V1,0.0
LUCKY CHOICE,V,0.0
LUCKY COIN,--,0.0
LUCKY COOKIE,--,0.0
LUCKY DAN,--,0.15384615384615385
LUCKY DAY,--,0.08108108108108109
LUCKY DOLLAR,--,0.0
LUCKY DOUBLE EIGHT,--,0.1
LUCKY EMPEROR,--,0.3076923076923077
LUCKY EVER,--,0.1111111111111111
LUCKY FAMILY,--,0.0
LUCKY FOLLOW ME,--,0.0
LUCKY FOREVER,--,0.0625
LUCKY FRIENDS,--,0.047619047619047616
LUCKY GAINS,--,0.0
LUCKY GIFT,--,0.07142857142857142
LUCKY GIRL,--,0.13333333333333333
LUCKY GUY,--,0.12244897959183673
LUCKY HAMMER,--,0.06896551724137931
LUCKY HERO,--,0.2857142857142857
LUCKY JAI,--,0.0
LUCKY KINGDOM,--,0.0
LUCKY KINGDOM,TT1,0.0
LUCKY KINGDOM,TT/B1,0.0
LUCKY KINGDOM,TT-/B,0.0
LUCKY KINGDOM,B,0.0
LUCKY KINGDOM,TT2/B,0.0
LUCKY KINGDOM,TT/B,0.1
LUCKY LUCKY,--,0.19047619047619047
LUCKY MASTER,--,0.05555555555555555
LUCKY MONEY STAR,--,0.0
LUCKY NINE,--,0.07692307692307693
LUCKY NISTELROOY,--,0.1
LUCKY OMENS,--,0.0
LUCKY PIONEER,--,0.0
LUCKY PLACE,TT1/H1,0.0
LUCKY PLACE,TT-/H,0.0
LUCKY PLACE,H/SR1,0.0
LUCKY PLACE,SR-/H,0.0
LUCKY PLACE,H,0.1111111111111111
LUCKY POWER,TT1/XB1,0.0
LUCKY POWER,TT/XB-,0.0
LUCKY POWER,TT/P1/XB2,0.0
LUCKY POWER,TT-/XB-/P,0.0
LUCKY POWER,P-/E1,0.0
LUCKY POWER,--,0.0
LUCKY POWER,TT2,0.0
LUCKY POWER,TT,0.08333333333333333
LUCKY PROFIT,TT1,0.0
LUCKY PROFIT,TT,0.16666666666666666
LUCKY RECORD,--,0.0
LUCKY RED,--,0.0
LUCKY REIGN,--,0.0
LUCKY SCEPTER,--,0.0
LUCKY SEBRING,--,0.0
LUCKY SEVEN STARS,B1/H1,0.0
LUCKY SEVEN STARS,B/H,0.2
LUCKY SEVEN,--,0.0
LUCKY SHINY DAY,--,0.0
LUCKY STORM,--,0.29411764705882354
LUCKY STRYKER,H1/XB1,0.0
LUCKY STRYKER,H/XB,0.0
LUCKY STRYKER,H-/XB/B1,0.0
LUCKY STRYKER,B/XB,0.0
LUCKY STRYKER,TT/B,0.2
LUCKY SUPREME,--,0.0
LUCKY TIME,--,0.06451612903225806
LUCKY TOGETHER,--,0.06
LUCKY TURBO,--,0.08333333333333333
LUCKY TWINKLE STAR,--,0.045454545454545456
LUCKY TYCOON,--,0.14285714285714285
LUCKY VOLATILITY,--,0.11538461538461539
LUCKY WAN FENG,--,0.0
LUCKY WARRIOR,--,0.07692307692307693
LUCKY WIN WIN,--,0.08333333333333333
LUCKY YEAR,--,0.11764705882352941
LUCKY YOUNG ONES,--,0.05
LUCOBLU,--,0.03333333333333333
LUFFY,--,0.16071428571428573
LUGER,--,0.1111111111111111
LUNAR REFLECTIONS,--,0.0
LUNAR RISE,--,0.10344827586206896
LUNAR ZEPHYR,--,0.0
LYRIC ACE,--,0.14814814814814814
M REBORN,--,0.11538461538461539
M'S MAGIC,--,0.1111111111111111
MAC ROW,XB,0.0
MACASSAR,--,0.0
MAELSTROM,--,0.14285714285714285
MAGIC AGILITY,--,0.0
MAGIC FIGHTER,--,0.0
MAGIC KING,--,0.18181818181818182
MAGIC LEGEND,--,0.0
MAGIC POWER,TT1,0.0
MAGIC POWER,TT,0.0
MAGIC POWER,TT/H1,0.0
MAGIC STAR,--,0.0
MAGIC STAR,B1,0.0
MAGIC STAR,B,0.0
MAGIC SUCCESS,--,0.0
MAGIC SUCCESS,B1,0.0
MAGIC SUCCESS,B,0.0
MAGIC SUCCESS,B-/H1,0.0
MAGIC SUCCESS,H,0.0
MAGIC SUCCESS,H/B2,0.0
MAGIC SUCCESS,B-/H-/P1,0.0
MAGIC SUCCESS,B/H,0.1
MAGICAL BEAM,--,0.5
MAGICAL BEAUTY,--,0.0
MAGICAL CHAMPION,--,0.1111111111111111
MAGICAL CHAMPION,XB1,0.0
MAGICAL CHAMPION,XB/CP1,0.0
MAGICAL CHAMPION,CP-/XB/B1,0.0
MAGICAL CHAMPION,XB,0.0
MAGICAL CHAMPION,B/XB,0.0
MAGICIAN CODE,--,0.0
MAGNANIMOUS,--,0.0
MAGNETISM,--,0.14285714285714285
MAGNUMOUS,--,0.0
MAJESTIC ANTHEM,--,0.0
MAJESTIC DRAGON,--,0.043478260869565216
MAJESTIC ENDEAVOUR,--,0.0
MAJESTIC FALCON,--,0.0
MAJESTIC HEART,--,0.0
MAJOR CONNECTION,--,0.05263157894736842
MAKE A FORTUNE,--,0.125
MAKE IT,--,0.045454545454545456
MALAYAN GEM,TT1,0.0
MALAYAN GEM,TT,0.0
MALAYAN GEM,TT/B1,0.0
MALAYAN GEM,--,0.0
MALAYAN GEM,XB1,0.0
MALAYAN GEM,TT2/XB-/H1,0.0
MALAYAN GEM,TT/H,1.0
MALAYAN PEARL,--,0.2
MALHECHOR GOLD,--,0.14285714285714285
MALMSTEEN,--,0.09523809523809523
MAMBO ROCK,--,0.0
MAN AND MING,--,0.0
MAN OF THE MATCH,--,0.0
MANAGEMENT STAR,--,0.029411764705882353
MANDARIN,--,0.09090909090909091
MANFUL STAR,--,0.21052631578947367
MANHATTAN STRIKER,--,0.08695652173913043
MANIPULATION,--,0.1111111111111111
MANY GAINS,--,0.0
MANY GAINS,TT1/H1,0.0
MANY GAINS,TT/H,0.06451612903225806
MANY GAINS,TT/H-/B1,0.0
MANY GAINS,TT/B,1.0
MARCO POLO,H1,0.0
MARCO POLO,H-/B1,0.0
MARCO POLO,B/XB1,0.0
MARCO POLO,B/XB,0.0
MARCO POLO,B/XB/H2,0.0
MARCO POLO,B-/H-/XB-/CP1,0.0
MARCO POLO,B,0.0
MARCO POLO,--,0.0
MARK GOOD,H1,0.0
MARK GOOD,H-/B1,0.0
MARK GOOD,B-/H2,0.0
MARK GOOD,H,0.2
MARK GOOD,H-/B2,0.0
MARK GOOD,B,0.1111111111111111
MARK TWO,H1/XB1,0.0
MARK TWO,H/XB,0.21212121212121213
MARK TWO,H-/XB-,0.0
MARK TWO,--,0.125
MARK UP,TT1,0.0
MARK UP,TT/B1,0.0
MARK UP,TT/B-/SR1,0.0
MARK UP,TT/SR,0.0
MARK UP,TT/SR-/B2,0.0
MARK UP,TT,0.0
MARK UP,TT/V1,0.0
MARK UP,TT/V,0.0
MARK UP,TT/V-/B2,0.0
MARK UP,TT/B-,0.0
MARK UP,TT/B2,0.0
MARK UP,TT/B,0.11538461538461539
MAROON PRINCE,SR1,0.0
MAROON PRINCE,SR,0.0
MAROON PRINCE,SR-,0.0
MAROON PRINCE,--,0.0
MAROON PRINCE,TT/B1,0.0
MAROON PRINCE,TT/B,0.0
MAROON PRINCE,TT/B-,0.0
MAROON PRINCE,TT,0.125
MARQULA,--,0.0
MARQULA,B1,0.0
MARQULA,B,0.0
MARTIAL KING,--,0.0
MARTIAL KING,H1,0.0
MARTIAL KING,H,0.0
MARVEL HERO,--,0.0
MARVEL JOY,--,0.0
MARVEL PLUS,--,0.08695652173913043
MARVEL TRIBE,P1,0.0
MARVEL TRIBE,P2,0.0
MARVEL TRIBE,P,0.75
MARVEL TRIBE,P-,0.0
MARVEL TRIBE,--,0.0
MARVEL TRIBE,TT1,0.0
MARVEL TRIBE,TT,0.2222222222222222
MARZOUQ,--,0.0
MASQUERADER,--,0.0
MASSIVE IMPACT,--,0.2
MASSIVE MILLENNIUM,--,0.0
MASSIVE MOVE,--,0.0
MASSIVE POCKET,TT1,0.0
MASSIVE POCKET,TT/CP1,0.0
MASSIVE POCKET,TT/CP-,0.0
MASSIVE POCKET,TT,0.16666666666666666
MASSIVE POCKET,TT/B1,0.0
MASSIVE POCKET,TT/B,0.0
MASSIVE POWER,--,0.0
MASSIVE POWER,H1,0.0
MASSIVE POWER,H,0.25
MASSIVE,--,0.0
MASTER AETIUS,--,0.0
MASTER ALBERT,--,0.1111111111111111
MASTER BERNINI,H1,0.0
MASTER BERNINI,H,0.2
MASTER BERNINI,H-/V1,0.0
MASTER CERAMIBO,B1,0.0
MASTER CERAMIBO,B,0.0
MASTER CERAMIBO,B-,0.0
MASTER CERAMIBO,--,0.0
MASTER CERAMIBO,SR1,0.0
MASTER CERAMIBO,SR,0.0
MASTER COMMANDER,--,0.0
MASTER DRAGON,--,0.0
MASTER DREAMER,--,0.3333333333333333
MASTER ELITE,TT1,0.0
MASTER ELITE,TT,0.0
MASTER ELITE,TT/B1,0.0
MASTER ELITE,TT/B,0.04
MASTER GOLD,TT1,0.0
MASTER GOLD,TT-/E1,0.0
MASTER GOLD,E/CP1,0.0
MASTER GOLD,CP/E,0.0
MASTER GOLD,E-/CP,0.0
MASTER GOLD,CP-,0.0
MASTER GOLD,--,0.2222222222222222
MASTER GOLD,TT2,0.0
MASTER GOLD,TT,0.1111111111111111
MASTER GOLD,TT/XB1,0.0
MASTER GUNNER,TT1/B1,0.0
MASTER GUNNER,TT/B,0.0
MASTER GUNNER,TT/B2,0.0
MASTER GUNNER,TT/B-,0.0
MASTER GUNNER,TT-/B2,0.0
MASTER GUNNER,B-,0.0
MASTER GUNNER,TT2/P1,0.0
MASTER GUNNER,TT/P,0.0
MASTER GUNNER,TT-/P-,0.0
MASTER GUNNER,--,0.0
MASTER GUNNER,TT2,0.0
MASTER GUNNER,TT,0.0
MASTER KEY,XB1,0.0
MASTER KEY,XB,0.0
MASTER KEY,XB-,0.0
MASTER KEY,--,0.0
MASTER KEY,CP1,0.0
MASTER KEY,CP,0.1111111111111111
MASTER KEY,CP-/B1,0.0
MASTER KEY,B,0.041666666666666664
MASTER KOCHANWONG,--,0.0
MASTER MIND,--,0.0
MASTER OF HOUNDS,--,0.0
MASTER OF HOUNDS,TT1,0.0
MASTER OF HOUNDS,TT,0.0
MASTER OF HOUNDS,TT/B1,0.0
MASTER OF HOUNDS,TT/B,0.0
MASTER OF HOUNDS,TT/B-/XB1,0.0
MASTER OF HOUNDS,TT/XB,0.0
MASTER OF PUPPETS,TT1,0.0
MASTER OF PUPPETS,TT,0.5
MASTER OF PUPPETS,TT/H1,0.0
MASTER OF PUPPETS,TT/H,0.1875
MASTER PINNACLE,SR1,0.0
MASTER PINNACLE,SR,0.25
MASTER PINNACLE,SR/H1,0.0
MASTER PINNACLE,SR/H2,0.0
MASTER PINNACLE,H/SR,0.0
MASTER RACER,--,0.0
MASTER RIO,--,0.0
MASTER SOMMELIER,--,0.16666666666666666
MASTER STEED,--,0.06976744186046512
MASTER TOUCH,SR1,0.0
MASTER TOUCH,SR-/CP1,0.0
MASTER TOUCH,CP-/B1,0.0
MASTER TOUCH,B2,0.0
MASTER TOUCH,B,0.05555555555555555
MASTER TOUCH,B-,0.0
MASTER TOUCH,--,0.13333333333333333
MASTER VIKING,--,0.15384615384615385
MASTERPIECE,--,0.0625
MATSUKAZE,--,0.13333333333333333
MAURICE,--,0.2857142857142857
MAX DYNAMITE,--,0.08
MAXIMUM CHARM,--,0.08823529411764706
MAZANDARAN,--,0.0
MCQUEEN,--,0.13333333333333333
MEANDRE,--,0.1
MEDALLIST,--,0.1
MEDIC CHAMPION,TT1/H1,0.0
MEDIC CHAMPION,TT/H,0.0
MEDIC CHAMPION,TT/H-/B1,0.0
MEDIC CHAMPION,TT/B-/PC1,0.0
MEDIC CHAMPION,TT/PC-/H2,0.0
MEDIC CHAMPION,TT/H-/B2,0.0
