clean_name,horse_gear,gear_win_rate
EVER STRONG,--,0.0
EVERBRAVE,--,0.0
EVEREST,--,0.0
EVEREST,H1,0.0
EVEREST,H,0.0
EVEREST,PC,0.5
EVERSPRING,--,0.0
EVERYBODY SINGS,--,0.0
EVERYDAY LETTUCE,--,0.0
EVERYONE'S CHOICE,--,0.02040816326530612
EVERYONE'S ELITE,--,0.029411764705882353
EVERYONE'S FORTUNE,--,0.09259259259259259
EXAGGERATION,--,0.038461538461538464
EXCEEDINGLY EXCEL,--,0.0
EXCEL ONESELF,--,0.037037037037037035
EXCELLENCE,--,0.0
EXCELLENT FORTUNE,--,0.06666666666666667
EXCELLENT FORTUNE,CP1,0.0
EXCELLENT FORTUNE,CP,0.25
EXCELLENT WIN,--,0.0
EXCEPTIONAL ART,XB1,0.0
EXCEPTIONAL ART,XB,0.3333333333333333
EXCEPTIONAL DESIRE,--,0.0
EXCITABLE BOY,B1,0.0
EXCITABLE BOY,B,0.07692307692307693
EXCITABLE BOY,B-,0.0
EXCITABLE BOY,--,0.08333333333333333
EXCITING DREAM,--,0.0
EXCITING MOMENT,--,0.0
EXCITING MOMENT,TT1/CP1,0.0
EXCITING MOMENT,TT/CP-/B1,0.0
EXCITING MOMENT,TT/B,0.21428571428571427
EXECUTIVE MANDATE,--,0.5
EXECUTIVE MANDATE,TT1,0.0
EXECUTIVE MANDATE,TT,0.5
EXHILARATING TIME,--,0.0
EXPECTATOR,--,0.0
EXPECTATOR,B1,0.0
EXPECTATOR,B,0.0
EXPEDIENCE,--,0.0
EXPEDITE,--,0.0
EXPERTO CREDE,--,0.0
EXPERTO CREDE,P1,0.0
EXPERTO CREDE,P,0.0
EXPERTO CREDE,P-/H1,0.0
EXPERTO CREDE,H,0.0
EXPERTO CREDE,H-/E1,0.0
EXPERTO CREDE,E,0.07142857142857142
EXPERTO CREDE,E/P2,0.25
EXPERTO CREDE,P-/E,0.0
EXPERTO CREDE,E/P,0.5
EXPONENTS,--,0.0
EXPONENTS,TT1/H1,0.0
EXPONENTS,TT/H,0.0
EXPONENTS,TT/H-,0.0
EXPONENTS,TT,0.10344827586206896
EXPRESS HORSE,--,0.06666666666666667
EXPRESS STAR,TT1,0.0
EXPRESS STAR,TT/B1,0.0
EXPRESS STAR,TT/B-,0.0
EXPRESS STAR,TT,0.15384615384615385
EXPRESS STAR,TT/B2,0.0
EXPRESS STAR,TT/B,0.0
EXPRESS STAR,TT-/B-,0.0
EXPRESS STAR,--,0.0
EXQUISITE CHAMPION,H1/P1,0.0
EXQUISITE CHAMPION,TT1/H/P,0.0
EXQUISITE CHAMPION,TT/H/P,0.0
EXQUISITE CHAMPION,TT-/H/P,0.0
EXQUISITE CHAMPION,H/P,0.0
EXQUISITE CHAMPION,TT2/H-/P-,0.0
EXQUISITE CHAMPION,TT,0.125
EXQUISITE CHAMPION,TT/B/H,0.0
EXQUISITE CHAMPION,TT-/B-/H-,0.0
EXQUISITE CHAMPION,--,0.0
EXTREMELY FUN,TT1/H1,0.0
EXTREMELY FUN,TT/H/PC1,0.0
EXTREMELY FUN,TT/H/PC,0.18181818181818182
EXTREMELY FUN,TT/PC-/H,0.0
EXTREMELY FUN,TT/H,0.0
EXTREMELY FUN,TT/H-/B1,0.0
EXTREMELY FUN,TT/B,0.0
EXTREMELY FUN,TT/B-/CP1,0.0
EXULTANT,TT1,0.0
EXULTANT,TT/V1,0.0
EXULTANT,TT/V,0.0
EXULTANT,TT-/V,0.0
EXULTANT,V,0.0
EYE ON YOU,TT1,0.0
F S WINNER,TT1,0.0
F S WINNER,TT,0.0
F S WINNER,TT/B1,0.0
F S WINNER,TT/B,0.07407407407407407
F S WINNER,--,0.0
FABIO,--,0.125
FABULOUS NOVEMBER,B1,0.0
FABULOUS NOVEMBER,B-,0.0
FABULOUS NOVEMBER,--,0.0
FABULOUS NOVEMBER,CP1,0.0
FABULOUS NOVEMBER,CP,0.0
FABULOUS NOVEMBER,TT1/CP-/B2,0.0
FABULOUS NOVEMBER,TT/B,0.14285714285714285
FABULOUS ONE,--,0.06382978723404255
FAIR COMMENT,--,0.13333333333333333
FAIR NAVIGATOR,--,0.0
FAIR TRADE,--,0.2608695652173913
FAIR WIND,CP1,0.0
FAIR WIND,CP,0.0
FAIR WIND,CP-/B1,0.0
FAIR WIND,--,0.058823529411764705
FAIR WIND,B,0.06666666666666667
FAIRY BOY,--,0.027777777777777776
FAIRY DRAGON,--,0.0
FAIRY EAGLE,--,0.030303030303030304
FAIRY TWINS,--,0.0
FAIRY TWINS,H,1.0
FAIRY'S KISS,--,0.125
FAITHFUL BOY,H1,0.0
FAITHFUL BOY,H,0.0
FAITHFUL BOY,TT1/H,0.0
FAITHFUL BOY,TT/H,0.0
FAITHFUL BOY,TT/SR1,0.0
FAITHFUL BOY,TT/SR-/H2,0.0
FAITHFUL BOY,TT/H-,0.0
FAITHFUL BOY,TT/SR2,0.0
FAITHFUL BOY,TT-/SR-,0.0
FAITHFUL BOY,TT2,0.0
FAITHFUL BOY,TT,0.0
FAITHFUL BOY,TT/H2/SR2,0.0
FAITHFUL BOY,TT/H/SR,0.0
FAITHFUL BOY,TT/H-/SR,0.0
FAITHFUL BOY,TT/SR,0.15
FAITHFUL BOY,TT/SR-/B1,0.0
FAITHFUL BOY,TT/B,0.0
FAITHFUL TRINITY,TT1,0.0
FAITHFUL TRINITY,TT,0.0
FAITHFUL TRINITY,TT/CP1,0.0
FAITHFUL TRINITY,TT/CP,0.0
FALCON TURBO,--,0.5
FAMILISTS,--,0.0
FAMILY INTERESTS,--,0.0
FAMOUS WARRIOR,--,0.0
FANCY MUSIC,--,0.0625
FANTASTIC EIGHT,PC1,0.0
FANTASTIC EIGHT,PC-/B1,0.0
FANTASTIC EIGHT,B,0.3333333333333333
FANTASTIC FABIO,--,0.0
FANTASTIC FEELING,--,0.04
FANTASTIC GUY,--,0.0
FANTASTIC KAKA,--,0.0
FANTASTIC SHOW,--,0.0
FANTASTIC SHOW,H,0.0
FANTASTIC TEAM,--,0.0
FANTASTICLIFE,TT1/B1/XB1,0.0
FANTASTICLIFE,TT/B/XB,0.0
FANTASTICLIFE,TT/XB-/B,0.0
FANTASTICLIFE,TT/B-,0.0
FANTASTICLIFE,TT,0.0
FANTASTICLIFE,TT/B2,0.0
FANTASTICLIFE,TT/B,0.0
FANTASTICO,--,0.047619047619047616
FANTASTISCH,--,0.0
FANTASY AND GOLD,--,0.0
FANTASY AND GOLD,B1,0.0
FANTASY AND GOLD,B,0.3125
FANTASY JEWELLERY,--,0.0
FARM PERFECT,CP1,0.0
FARM PERFECT,CP-,0.0
FARM PERFECT,CP2,0.0
FARM PERFECT,CP,0.5882352941176471
FARRAAJ,--,0.07692307692307693
FARSHAD,--,0.1111111111111111
FASCINATING SMILE,--,0.0
FASCINATING SMILE,TT,0.0
FASHION MAESTRO,H1,0.0
FASHION MAESTRO,H-/B1,0.0
FASHION MAESTRO,B,0.25
FAST AND EASY,H1,0.0
FAST AND EASY,H,0.2
FAST AND FURIOUS,--,0.0
FAST BALL,--,0.0
FAST FORWARD,--,0.16666666666666666
FAST INTENTIONS,--,0.05263157894736842
FAST MARVEL,--,0.0
FAST MOST FURIOUS,--,0.3888888888888889
FAST ROCKET,--,0.0625
FASTALOT,--,0.14285714285714285
FASTER MORE,XB1,0.0
FASTER MORE,XB-,0.0
FASTER MORE,--,0.0
FASTER MORE,B1,0.0
FASTER MORE,B-/CP1,0.0
FASTER MORE,CP,0.0
FASTER MORE,CP-/B2,0.0
FASTER MORE,B,0.14634146341463414
FASTER MORE,B/XB2,0.0
FASTER MORE,B/XB,0.0
FASTPLUS HERO,--,0.031746031746031744
FASTPLUS MASTER,--,0.0
FAT CHOY HONG KONG,--,0.0
FAT CHOY OOHLALA,--,0.0
FAT DRAGON,--,0.0
FAT DRAGON,TT1,0.0
FAT DRAGON,TT,0.0
FAT DRAGON,TT/CP1,0.0
FAT DRAGON,TT/CP,0.0
FAT DRAGON,TT/CP2,0.0
FAT DRAGON,TT-/CP-/B1,0.0
FAT DRAGON,B,0.23076923076923078
FATBOY SUGAR,B1,0.0
FATE FIRE,H1/P1,0.0
FATE FIRE,H-/P-,0.0
FATE FIRE,--,0.0
FAVOURITISM,--,0.0
FAVOURITISM,H1,0.0
FAVOURITISM,H/CP1,0.0
FAVOURITISM,CP/H,0.0
FAVOURITISM,CP-/H,0.0
FAVOURITISM,H-,0.0
FAVOURITISM,H2,0.0
FAVOURITISM,H,0.0
FAVOURITISM,H/B1,0.0
FAVOURITISM,B/H,0.0
FAY DEEP,H1,0.0
FAY DEEP,H,0.15625
FAY DEEP,H-,0.0
FAY DEEP,--,0.0
FAY DEEP,B1,0.0
FAY DEEP,B,0.0
FAY FAY,--,0.0
FEARLESS FIRE,--,0.05555555555555555
FEARLESS,--,0.06896551724137931
FELAROF,--,0.045454545454545456
FELLOWSHIP,--,0.047619047619047616
FERRABOSCO,--,0.11428571428571428
FESTINO ANIMOSUS,B1,0.0
FESTINO ANIMOSUS,B,0.0
FESTINO ANIMOSUS,B-/H1/CP1,0.0
FESTINO ANIMOSUS,H-/CP-/PC1,0.0
FESTINO ANIMOSUS,PC-/B2/H2,0.0
FESTINO ANIMOSUS,B/H/XB1,0.0
FESTINO ANIMOSUS,B/H/XB,0.0
FESTINO ANIMOSUS,XB-/B/H,0.0
FESTINO ANIMOSUS,B/H,0.0
FESTINO ANIMOSUS,B-/H-,0.0
FESTINO ANIMOSUS,PC2,0.0
FESTINO ANIMOSUS,PC,0.0
FESTINO ANIMOSUS,PC-,0.0
FESTINO ANIMOSUS,--,0.14285714285714285
FEUERBLITZ,--,0.07407407407407407
FIAMA,--,0.0
FIERCE FORCE,--,0.0
FIERO,P1,0.0
FIERO,P,0.0
FIERO,P-,0.0
FIERO,B-/H-,0.0
FIERO,H-,0.0
FIERO,--,0.3888888888888889
FIERO,H/B2,0.0
FIERO,B/H,0.0
FIERO,TT1/B/H,0.0
FIERO,TT/B-/H,0.0
FIERO,H,0.16666666666666666
FIERY FOUR BY FOUR,--,0.17647058823529413
FIERY PATROL,--,0.10344827586206896
FIERY RAIDER,--,0.125
FIERY WHISPERER,--,0.0
FIFTY FIFTY,--,0.0
FIGHT HERO,--,0.04225352112676056
FIGHTER CLASS,--,0.0
FIGHTING BOY,--,0.13333333333333333
FIGHTING CHAMP,--,0.03225806451612903
FIGHTING HEART,--,0.0
FILL POWER,--,0.07692307692307693
FINAL ANSWER,--,0.05128205128205128
FINE NEEDLE,--,0.25
FINE ROCK,--,0.08108108108108109
FINE WITH ME,V1,0.0
FINE WITH ME,V,0.0
FINE WITH ME,V-/P1,0.0
FINE WITH ME,P,0.15384615384615385
FINEZZA,H1,0.0
FINEZZA,H,0.0
FINEZZA,H-,0.0
FINEZZA,P-,0.0
FINEZZA,--,0.0
FINN MACCOOL,B1,0.0
FINN MACCOOL,B,0.1111111111111111
FINN MACCOOL,TT/B,0.0
FINN MACCOOL,--,0.0
FIONESAY,TT1,0.0
FIONESAY,TT/B1,0.0
FIONESAY,TT/B-,0.0
FIONESAY,TT,0.3
FIONESAY,TT/B2,0.0
FIONESAY,TT/B,0.0
FIONN'S CITY,XB1,0.0
FIONN'S CITY,XB,0.0
FIONN'S CITY,XB-,0.0
FIONN'S CITY,--,0.0
FIONN'S CITY,TT,0.0
FIONN'S DRAGON,B1,0.0
FIONN'S DRAGON,B,0.0
FIONN'S DRAGON,B-,0.0
FIONN'S DRAGON,--,0.0
FIONN'S DRAGON,H1,0.0
FIONN'S DRAGON,H-,0.0
FIONN'S GLORY,TT1/SR1,0.0
FIONN'S GLORY,TT/B1,0.0
FIONN'S GLORY,TT/B-/SR2,0.0
FIONN'S GLORY,TT/SR,0.0
FIONN'S GLORY,TT/SR-,0.0
FIONN'S GLORY,TT/B2,0.0
FIONN'S GLORY,TT/B,0.0
FIONN'S GLORY,TT/B-,0.0
FIONN'S GLORY,TT,0.09523809523809523
FIONN'S PRIDE,--,0.16666666666666666
FIONN'S PRIDE,B1,0.0
FIONN'S PRIDE,TT1/B,0.0
FIONN'S PRIDE,TT/B,0.0
FIONN'S PRIDE,TT/B-,0.0
FIONN'S PRIDE,TT,0.0
FIONN'S PRIDE,TT/B2,0.0
FIONN'S PRIDE,TT-/B-/H1,0.0
FIONN'S PRIDE,TT2/H,0.0
FIONN'S PRIDE,TT/H,0.0
FIONN'S PRIDE,TT/H-/B2,0.0
FIONN'S TREASURE,TT1/B1,0.0
FIONN'S TREASURE,TT/B,0.1935483870967742
FIRE AND GOLD,TT1,0.0
FIRE AND GOLD,TT,0.0
FIRE AND GOLD,TT/B1,0.0
FIRE AND GOLD,TT/B,0.0
FIRE AND GOLD,TT/B/H1,0.0
FIRE AND GOLD,TT/B/H,0.0
FIRE AND GOLD,TT-/B-/H-/XB1,0.0
FIRE AND GOLD,XB,0.0
FIRE AND GOLD,XB/E1,0.0
FIRE AND GOLD,E/XB,0.0
FIRE AND GOLD,E/XB/P1,0.0
FIRE AND GOLD,XB-/E/P,0.0
FIRE AND GOLD,E/P/XB2,0.0
FIRE AND GOLD,E/P/XB,0.0
FIRE AND GOLD,E-/P-/XB/PC1,0.0
FIRE AND GOLD,PC-/XB/P2,0.0
FIRE AND GOLD,P-/XB/PC2,0.0
FIRE AND GOLD,PC/XB,0.25
FIRE AND GOLD,--,0.0
FIRE STARTER,--,0.0
FIRE STARTER,TT1/B1,0.0
FIRE STARTER,TT/B,0.16666666666666666
FIRST BEAUT,--,0.0
FIRST CLASS,--,0.0
FIRST CLASS,TT1,0.0
FIRST CLASS,TT/B1,0.0
FIRST CLASS,TT/B2,0.0
FIRST CLASS,TT/B-,0.0
FIRST CLASS,TT,0.07142857142857142
FIRST FONTEIN,--,0.12121212121212122
FIRST IN COMMAND,--,0.0425531914893617
FIRST SIGHT LOVE,--,0.0
FISH N' CHIPS,--,0.03571428571428571
FISHKING EMPEROR,--,0.3333333333333333
FISHKING THUNDER,--,0.0
FIVE CLUBS,--,0.0
FIVE STARS AGENT,--,0.2222222222222222
FIVE STARS HOTEL,--,0.0
FIVE STEP,--,0.05263157894736842
FIVE UP HIGH,--,0.07142857142857142
FLAGSHIP SHINE,--,0.13333333333333333
FLAME HERO,--,0.0
FLAME LILY,--,0.05263157894736842
FLARING SPEED,--,0.10204081632653061
FLASH FAMOUS,--,0.05263157894736842
FLASH KNIGHT,--,0.0
FLASH,--,0.0
FLASHING AURA,--,0.08333333333333333
FLASHING GUY,--,0.0
FLEET COMMAND,--,0.2
FLINTSHIRE,--,0.12903225806451613
FLORA DANICA,--,1.0
FLORAL MAN,TT1/H1,0.0
FLORAL MAN,TT/H,0.11764705882352941
FLORAL SPUR,--,0.0
FLUKE,--,0.1111111111111111
FLYING BLUE,--,0.0
FLYING CAPTAIN,--,0.16666666666666666
FLYING CAPTAIN,TT1/B-,0.0
FLYING CAPTAIN,TT,0.0
FLYING CHAPARRAL,--,0.0
FLYING CHINA,B1,0.0
FLYING CHINA,B-,0.0
FLYING CHINA,--,0.0
FLYING CHINA,B2,0.0
FLYING CHINA,B,0.4
FLYING CLASSIC,--,0.0
FLYING CLASSIC,TT1,0.0
FLYING CLASSIC,TT,0.0
FLYING CLASSIC,TT/B1,0.0
FLYING COLOURS,TT1,0.0
FLYING COLOURS,TT,0.0
FLYING ELITE,--,0.0
FLYING FORCE,--,0.0
FLYING HIGH,--,0.0
FLYING IBIS,--,0.0
FLYING IN,--,0.0
FLYING KEEPER,--,0.0
FLYING LOVER,--,0.14285714285714285
FLYING MACHINE,--,0.0
FLYING MACHINE,TT1,0.0
FLYING MACHINE,TT/B1,0.0
FLYING MACHINE,TT/B-,0.0
FLYING MACHINE,TT/B2,0.0
FLYING MACHINE,TT/B,0.0
FLYING MONKEY,--,0.4
FLYING MOOCHI,--,0.3333333333333333
FLYING NOBLE,--,0.0
FLYING POWER,--,0.0
FLYING PROSPERITY,--,0.16666666666666666
FLYING PROSPERITY,B1,0.0
FLYING PROSPERITY,B,0.09090909090909091
FLYING QUEST,--,0.0967741935483871
FLYING RED,--,0.05555555555555555
FLYING SMART,--,0.0
FLYING SUPREME,--,0.09375
FLYING TOGETHER,--,0.22580645161290322
FLYING TOURBILLON,--,0.25
FLYING UNICORN,--,0.0
FOLLOW THE MONEY,--,0.09259259259259259
FOLLOW THE WIND,--,0.10526315789473684
FOODIE,TT1/B1,0.0
FOODIE,TT/B,0.0
FOR SZESZE SAN,CP1,0.0
FOR SZESZE SAN,CP,0.0
FOR SZESZE SAN,CP-,0.0
FOR SZESZE SAN,--,0.15384615384615385
FOR YIU POWER UP,H1,0.0
FOR YIU POWER UP,H,0.0
FOR YIU POWER UP,H-,0.0
FOR YIU POWER UP,--,0.0
FOREST COLOURS,B1/H1,0.0
FOREST COLOURS,B-/H-,0.0
FOREST COLOURS,--,0.18181818181818182
FOREST COLOURS,H/P,0.3333333333333333
FOREST FOUNTAIN,--,0.2222222222222222
FOREST FOUNTAIN,B1,0.0
FOREST FOUNTAIN,B,0.0
FOREST STAR,--,0.36363636363636365
FOREVER ACCURATE,--,0.0
FOREVER AHEAD,V1,0.0
FOREVER AHEAD,TT1/V-,0.0
FOREVER AHEAD,TT,0.13636363636363635
FOREVER AHEAD,--,0.0
FOREVER ELATION,H1/XB1,0.0
FOREVER ELATION,XB-/H,0.0
FOREVER ELATION,H,0.0
FOREVER ELATION,TT1/H/XB2,0.0
FOREVER FUN,--,0.0
FOREVER GENKI,--,0.047619047619047616
FOREVER JOYFUL,--,0.0
FOREVER KINDNESS,--,0.05357142857142857
FOREVER POSH,--,0.05357142857142857
FOREVER RED,--,0.2727272727272727
FOREVER SMART,--,0.06666666666666667
FORGIVE AND FORGET,--,0.04
FORMULA GALORE,--,0.07142857142857142
FORMULA WON,--,0.06060606060606061
FORTUNATE RUNNER,--,0.06666666666666667
FORTUNE BO BO,--,0.0
FORTUNE BOOTH,--,0.0
FORTUNE BRAVO,--,0.0
FORTUNE BROTHERS,--,0.07692307692307693
FORTUNE BUNNY,--,0.0
FORTUNE COOKIE,--,0.0
FORTUNE GENERAL,--,0.09090909090909091
FORTUNE GIGGLES,--,0.0
FORTUNE PATROL,--,0.1388888888888889
FORTUNE RED PEPPER,--,0.0
FORTUNE SIX,--,0.0
FORTUNE SPIRIT,--,0.11764705882352941
FORTUNE STAR,--,0.3333333333333333
FORTUNE TERRITORY,--,0.10256410256410256
FORTUNE TOGETHER,--,0.0
FORTUNE TOGETHER,B1,0.0
FORTUNE TOGETHER,B,0.0
FORTUNE WAY,--,0.09375
FORTUNE WINNER,--,0.05
FORZA AVANTI,--,0.0
FORZA,B1,0.0
FORZA,B,0.0
FORZA,TT1/B/XB1,0.0
FORZA,TT-/B/XB,0.0
FORZA,B-/PC1,0.0
FORZA,PC,0.0
FOTOGENIC,B1,0.0
FOTOGENIC,B,0.0
FOTOGENIC,B-,0.0
FOTOGENIC,--,0.45454545454545453
FOUR FOUR FIVE,H,0.0
FOX SUNTER,--,0.0
FOX SUNTER,TT/XB,0.0
FOXBAT,--,0.0
FRANCE VALOUR,--,0.0
FREAK ZONE,--,0.0
FREDERICK ENGELS,TT1,0.0
FREDERICK ENGELS,TT,0.0
FREDERICK ENGELS,TT/H1,0.0
FREDERICK ENGELS,TT/H,0.0
FREE AND EASY,B1,0.0
FREE AND EASY,B-,1.0
FREE AND EASY,--,0.2
FREE EAGLE,--,0.0
FREE JUDGEMENT,H1,0.0
FREE JUDGEMENT,H/B1,0.0
FREE JUDGEMENT,B/H,0.0
FREE JUDGEMENT,H-/B,0.0
FREE JUDGEMENT,B,0.0
FREE JUDGEMENT,TT1/B,0.0
FREE JUDGEMENT,TT/XB-/B,0.0
FREE JUDGEMENT,TT/B/XB2,0.0
FREE JUDGEMENT,TT/B/XB,0.0
FREE JUDGEMENT,TT-/XB-/B,0.0
FREE NOVEMBER,--,0.10256410256410256
FREE PORT LUX,--,0.16666666666666666
FRESH AIR,--,0.07142857142857142
FRESH AND FRESH,--,0.038461538461538464
FRESH POWER,--,0.027777777777777776
FRIENDO,--,0.0
FRIENDS FOREVER,--,0.1
FRIENDS OF KA YING,--,0.14285714285714285
FRIENDS OF NANJING,--,0.043478260869565216
FRIENDS OF YAN OI,--,0.0
FRIENDS SUPPORT,--,0.05555555555555555
FRUITFUL CHAMPION,--,0.0
FRUITFUL LIFE,--,0.3333333333333333
FRUITION,--,0.0
FRUITION,XB1,0.0
FRUITION,XB-/SR1,0.0
FRUITION,SR,0.125
FUEL ME UP,--,0.0
FUJIAN SPIRIT,--,0.0
FULFIL A WISH,CP1,0.0
FULFIL A WISH,CP,0.0
FULFIL A WISH,CP-/B1,0.0
FULFIL A WISH,TT/B,0.0
FULGURITE,--,0.0
FULL BLESSINGS,--,0.0
FULL GLAMOUR,--,0.0
FULL GLORY,--,0.0
FULL HOUSE,--,0.0
FULL OF CHANCES,--,0.0
FULL OF FUN,--,0.0
FULL SPIRIT,--,0.3333333333333333
FULL STAR,--,0.0
FULL TALENT,--,0.0
FULL VALUE,--,0.0
FULL VALUE,TT1,0.0
FULL VALUE,TT,0.26666666666666666
FULL VERSION,--,0.0
FULLY CHARGED,--,0.2
FUN 'N' GAMES,H1,0.0
FUN 'N' GAMES,H-/B1,0.0
FUN 'N' GAMES,B,0.0
FUN 'N' GAMES,B-,0.0
FUN AND FAST,--,0.0
FUN AND FAST,CP1,0.0
FUN AND FAST,CP-/B1,0.0
FUN AND FAST,B,0.0
FUN FASTER,--,0.0
FUN HEROES,TT1/XB1,0.0
FUN HEROES,TT/XB-/E1,0.0
FUN HEROES,TT/E,0.0
FUN HEROES,TT-/E-/H1/SR1,0.0
FUN HEROES,H/SR,0.0
FUN HEROES,SR-/H/XB2,0.0
FUN HEROES,H/XB,0.0
FUN HEROES,H-/XB,0.0
FUN HEROES,XB/CP1,0.0
FUN HEROES,XB-/CP,0.0
FUN HEROES,CP,0.0
FUN HEROES,TT2/CP-/XB2,0.0
FUN HEROES,TT/XB,0.0
FUN KINGDOM,--,0.0
FUN KINGDOM,H1/SR1/XB1,0.0
FUN KINGDOM,H/SR/XB,0.25
FUN KINGDOM,H-/SR/XB,0.0
FUN KINGDOM,H-/SR-/XB/P1,0.0
FUN KINGDOM,P/XB,0.0
FUN KINGDOM,P-/XB,0.0
FUN KINGDOM,XB,0.0
FUN MACHINE,TT1/H1,0.0
FUN MACHINE,TT/H,0.08333333333333333
FUN MACHINE,TT/H-/V1,0.0
FUN MACHINE,TT/V,0.0
FUN MANAGER,--,0.0
FUN RIDER,--,0.0
FUN RIDER,XB1,0.0
FUN RIDER,XB,0.0
FUN TAPESTRY,H1,0.0
FUN TAPESTRY,H,0.0
FUN TAPESTRY,H-,0.0
FUN TAPESTRY,CP1,0.0
FUN TAPESTRY,CP,0.0
FUN TAPESTRY,CP-/B1,0.0
FUN TAPESTRY,B-,0.0
FUN TAPESTRY,B2,0.0
FUN TAPESTRY,B,0.0
FUN TAPESTRY,--,0.2
FUN TIMES,--,0.0
FUN TIMES,B1/H1,0.0
FUN TIMES,B/H,0.0
FUN TIMES,H-/B,0.0
FUN TIMES,B,0.2857142857142857
FUN TIMES,B-/V1,0.0
FUN TIMES,TT1/V,0.0
FUN TIMES,TT-/V,1.0
FUN TIMES,V,0.0
FUN TIMES,TT2/V,0.0
FUN TIMES,TT/V,0.0
FUNNY BUDDIES,--,0.0
FUNNY BUDDIES,TT1/CP1,0.0
FUNNY BUDDIES,TT/CP-,0.0
FUNNY BUDDIES,TT/B1,0.0
FUNNY BUDDIES,TT/B/XB1,0.0
FUNNY BUDDIES,TT/B/XB,0.0
FUNNY BUDDIES,TT/B-/XB/V1,0.0
FUNNY BUDDIES,TT-/V/XB,0.0
FUNNY BUDDIES,V-/XB/P1,0.0
FUNNY BUDDIES,P-/XB/V2,0.0
FUNNY BUDDIES,V/XB,0.0
FUNNY BUDDIES,TT2/V-/XB-,0.0
FUNNY BUDDIES,TT,0.0
FUNNY BUDDIES,TT/V2,0.0
FUNNY BUDDIES,TT/V,0.3333333333333333
FUNNY FORTUNE,--,0.0
FUNNY FORTUNE,B1,0.0
FUNNY FORTUNE,B-/CP1,0.0
FUNNY FORTUNE,CP,0.14285714285714285
FUNNY FORTUNE,CP-/V1,0.0
FUNNY FORTUNE,V,0.0
FURIO,--,0.0
FURIOUS PEGASUS,B1,0.0
FURIOUS PEGASUS,B-/P1,0.0
FURIOUS PEGASUS,P-/B2,0.0
FURIOUS PEGASUS,B-,0.0
FURIOUS PEGASUS,--,0.0
FURIOUS PEGASUS,B2,0.0
FURIOUS PEGASUS,B,0.12903225806451613
FURTHER DETAIL,TT1,0.0
FURTHER DETAIL,--,0.0
FURTHER DETAIL,TT,0.125
G J WINNER,--,0.3333333333333333
G'DAY MATE,--,0.0
G'DAY MATE,B1,0.0
G'DAY MATE,B,0.09523809523809523
G-ONE BO BO,SR1,0.0
G-ONE BO BO,SR,0.0
G-ONE BO BO,SR-/CP1,0.0
G-ONE BO BO,CP-,0.0
G-ONE BO BO,--,0.0
G-ONE LEADER,--,0.11764705882352941
G-ONE LOVER,--,0.0
G-ONE UNION,XB1,0.0
G-ONE UNION,XB-/SR1,0.0
G-ONE UNION,SR-,0.0
G-ONE UNION,--,0.125
G-ONE UNION,TT1,0.0
G-ONE UNION,TT/B1,0.0
G-ONE UNION,TT/B-,0.0
G-ONE UNION,TT,0.0
G-ONE WINNING,TT1,0.0
G-ONE WINNING,TT-/B1,0.0
G-ONE WINNING,B-,0.0
G-ONE WINNING,B2,0.0
G-ONE WINNING,--,0.0
G-ONE WINNING,B,0.125
GABRIAL THE KING,--,0.0
GAILO CHOP,--,0.0
GAIN MORE,--,0.0
GAIN MORE,H1,0.0
GAIN MORE,H-/B1,0.0
GAIN MORE,B,0.0
GAIN MORE,B-/H2,0.0
GAIN MORE,H,0.0
GAIN MORE,H-/B2,0.0
GAIN MORE,B-/CP1,0.0
GAIN MORE,CP-/P1,0.0
GAIN MORE,P-/CP2,0.0
GAIN MORE,CP,0.047619047619047616
GAIN MORE,CP-/P2,0.0
GAINFULJET,TT1/H1,0.0
GAINFULJET,TT/H,0.0
GAINFULJET,TT/H-/B1,0.0
GAINFULJET,TT/B,0.0
GAINFULJET,TT-/B-,0.0
GAINFULJET,--,0.1111111111111111
GAINFULJET,CP1,0.0
GAINFULJET,CP,0.0
GAINFULJET,TT2/CP-,0.0
GAINFULJET,TT,0.0
GAINFULJET,TT/CP2,0.0
GALAXY PRANCER,--,0.0
GALAXY TREASURE,B1,0.0
GALAXY TREASURE,B-,0.0
GALAXY TREASURE,CP1,0.0
GALAXY TREASURE,TT1/CP,0.0
GALAXY TREASURE,TT/CP-/B2,0.0
GALAXY TREASURE,TT/B,0.0
GALAXY TREASURE,TT-/B-,0.0
GALAXY TREASURE,CP2,0.0
GALAXY TREASURE,CP,0.0
GALAXY TREASURE,CP-/B2,0.0
GALAXY TREASURE,B,0.0
GALAXY TREASURE,B/H1,0.0
GALAXY TREASURE,B/H,0.0
GALAXY TREASURE,B-/H-,0.0
GALAXY TREASURE,--,0.0
GALAXY TREASURE,V1,0.0
GALAXY TREASURE,V,1.0
GALILEO ROCK,--,0.0
GALLANT GALLOP,B1,0.0
GALLANT GALLOP,B/H1,0.0
GALLANT GALLOP,B/H,0.0
GALLANT GALLOP,H-/B,0.0
GALLANT GALLOP,B,0.0
GALLANT GALLOP,B/XB1,0.0
GALLANT GALLOP,B/XB,0.0
GALLANT GALLOP,B/XB/E1,0.0
GALLANT GALLOP,B/E/XB,0.0
GALLANT GALLOP,B-/E-/XB,0.0
GALLANT GALLOP,XB,0.0
GALLANT GALLOP,XB/CP1,0.0
GALLANT GALLOP,CP/XB,0.3333333333333333
