race_id,horse_id,clean_name,won,draw,actual_weight,declared_weight,horse_rating,last_win_rating,ST_win_rate,HV_win_rate,last_form_going,ST_vs_HV_pref,AWT_win_rate,Turf_win_rate,AWT_vs_Turf_pref,surface,days_since_last_run,class_diff,rating_diff,gear_changed,recent_avg_pos,recent_win_rate,distance_win_rate,gear_win_rate,jockey_win_rate,trainer_win_rate,venue,going,config,norm_implied_prob,prev_run_vet_finding
3396,0,,0.0,2.0,111.0,1142.0,65.0,,0.0,0.0,Unknown,Neutral,0.0,0.0,Neutral,0.0,30.0,0.0,0.0,0,7.0,0.0,0.0,0.0,0.08,0.08,ST,GOOD,A,0.0241187639130259,0.0
3489,0,,0.0,3.0,116.0,1128.0,65.0,,0.0,0.0,Unknown,Neutral,0.0,0.0,Neutral,0.0,35.0,0.0,0.0,0,10.0,0.0,0.0,0.0,0.0,0.0,ST,GOOD,A+3,0.0106065503349813,0.0
3794,0,,0.0,5.0,128.0,1137.0,60.0,,0.0,0.0,Unknown,Neutral,0.0,0.0,Neutral,0.0,175.0,1.0,-5.0,1,9.5,0.0,0.0,0.0,0.0,0.0,ST,GOOD TO FIRM,B,0.0206742607243831,0.0
3835,0,,0.0,10.0,130.0,1157.0,58.0,,0.0,0.0,Unknown,Neutral,0.0,0.0,Neutral,0.0,21.0,0.0,-2.0,1,11.0,0.0,0.0,0.0,0.0,0.0,ST,GOOD TO FIRM,A,0.0081891890431619,0.0
3886,0,,0.0,2.0,128.0,1151.0,55.0,,0.0,0.0,Unknown,Neutral,0.0,0.0,Neutral,0.0,21.0,0.0,-3.0,1,11.25,0.0,0.0,0.0,0.0,0.0,ST,GOOD TO FIRM,B+2,0.0226761589216242,0.0
3944,0,,0.0,7.0,128.0,1162.0,55.0,,0.0,0.0,Unknown,Neutral,0.0,0.0,Neutral,0.0,21.0,0.0,0.0,0,9.75,0.0,0.0,0.0,0.0,0.0,ST,GOOD TO FIRM,B+2,0.0571060901214688,0.0
4008,0,,0.0,4.0,127.0,1167.0,53.0,,0.0,0.0,Unknown,Neutral,0.0,0.0,Neutral,0.0,24.0,0.0,-2.0,0,10.0,0.0,0.0,0.0,0.0,0.0,HV,GOOD TO FIRM,B,0.0613484041752382,0.0
4037,0,,0.0,9.0,124.0,1161.0,51.0,,0.0,0.0,Unknown,Neutral,0.0,0.0,Neutral,0.0,10.0,0.0,-2.0,0,8.5,0.0,0.0,0.0,0.0,0.0,ST,GOOD TO FIRM,A+3,0.0254769471043848,0.0
4112,0,,0.0,13.0,124.0,1167.0,51.0,,0.0,0.0,GOOD TO FIRM,Neutral,0.0,0.0,Neutral,0.0,29.0,0.0,0.0,1,6.25,0.0,0.0,0.0,0.0,0.0,ST,GOOD,A+3,0.0478414004144712,0.0
4177,0,,0.0,10.0,125.0,1161.0,52.0,,0.0,0.0,GOOD,Neutral,0.0,0.0,Neutral,0.0,28.0,0.0,1.0,1,5.75,0.0,0.0,0.0,0.0,0.0,ST,GOOD,A,0.1033263662399327,0.0
4233,0,,0.0,5.0,128.0,1143.0,52.0,,0.0,0.0,GOOD,Neutral,0.0,0.0,Neutral,0.0,21.0,0.0,0.0,0,6.75,0.0,0.0,0.0,0.0,0.0,ST,GOOD,C,0.0804251068744833,0.0
4677,0,,0.0,1.0,124.0,1159.0,48.0,,0.0,0.0,GOOD,Neutral,0.0,0.0,Neutral,0.0,238.0,0.0,-4.0,1,7.75,0.0,0.0,0.0,0.0,0.0,ST,GOOD TO FIRM,C,0.0226694459785831,0.0
4708,0,,0.0,13.0,122.0,1164.0,49.0,,0.0,0.0,GOOD TO FIRM,Neutral,0.0,0.0,Neutral,0.0,13.0,0.0,1.0,1,7.75,0.0,0.0,0.0,0.0,0.0,ST,GOOD TO FIRM,A,0.0953469980235284,0.0
4746,0,,0.0,11.0,122.0,1171.0,49.0,,0.0,0.0,GOOD TO FIRM,Neutral,0.0,0.0,Neutral,0.0,15.0,0.0,0.0,0,8.0,0.0,0.0,0.0,0.0,0.0,ST,GOOD TO FIRM,C,0.0629064383704538,0.0
4800,0,,1.0,2.0,121.0,1184.0,48.0,,0.0,0.0,GOOD TO FIRM,Neutral,0.0,0.0,Neutral,0.0,20.0,0.0,-1.0,0,6.25,0.0,0.0,0.0,0.0,0.0,ST,GOOD TO FIRM,A+3,0.173337389599964,0.0
4852,0,,0.0,10.0,130.0,1179.0,57.0,48.0,0.0714285714285714,0.0,GOOD TO FIRM,Sha Tin,0.0,0.0666666666666666,Turf,0.0,21.0,0.0,9.0,0,3.5,0.25,0.1428571428571428,0.3333333333333333,0.1428571428571428,0.0769230769230769,ST,GOOD TO FIRM,A,0.2597392104562964,0.0
4916,0,,0.0,8.0,132.0,1179.0,57.0,48.0,0.0666666666666666,0.0,GOOD TO FIRM,Sha Tin,0.0,0.0625,Turf,0.0,25.0,0.0,0.0,0,3.75,0.25,0.0,0.25,0.0,0.0714285714285714,HV,GOOD,A,0.0972409710456657,0.0
5046,0,,0.0,6.0,130.0,1166.0,57.0,48.0,0.0666666666666666,0.0,GOOD TO FIRM,Sha Tin,0.0,0.0588235294117647,Turf,0.0,53.0,0.0,0.0,0,4.25,0.25,0.125,0.2,0.0,0.0666666666666666,ST,GOOD,A+3,0.2683211471529588,0.0
5109,0,,0.0,7.0,130.0,1149.0,57.0,48.0,0.0625,0.0,GOOD TO FIRM,Sha Tin,0.0,0.0555555555555555,Turf,0.0,28.0,0.0,0.0,0,4.0,0.25,0.1111111111111111,0.1666666666666666,0.0,0.0625,ST,GOOD TO FIRM,A,0.0814102944009037,0.0
5167,0,,0.0,9.0,129.0,1150.0,56.0,48.0,0.0588235294117647,0.0,GOOD TO FIRM,Sha Tin,0.0,0.0526315789473684,Turf,0.0,20.0,0.0,-1.0,0,4.5,0.0,0.1,0.1428571428571428,0.0,0.0588235294117647,ST,GOOD,C,0.0872773351442726,0.0
5222,0,,1.0,10.0,130.0,1160.0,57.0,48.0,0.0555555555555555,0.0,GOOD,Sha Tin,0.0,0.05,Turf,0.0,22.0,0.0,1.0,0,4.0,0.0,0.0909090909090909,0.125,0.125,0.0555555555555555,ST,GOOD TO FIRM,A+3,0.150590380732662,0.0
5292,0,,1.0,7.0,115.0,1148.0,64.0,57.0,0.1052631578947368,0.0,GOOD TO FIRM,Sha Tin,0.0,0.0952380952380952,Turf,0.0,24.0,-1.0,7.0,0,3.0,0.25,0.1666666666666666,0.2222222222222222,0.2222222222222222,0.1052631578947368,ST,GOOD TO FIRM,A,0.1246984062052969,0.0
5320,0,,1.0,5.0,125.0,1144.0,71.0,64.0,0.15,0.0,GOOD TO FIRM,Sha Tin,0.0,0.1363636363636363,Turf,0.0,11.0,0.0,7.0,0,1.75,0.5,0.2307692307692307,0.3,0.3333333333333333,0.15,ST,GOOD TO FIRM,B+2,0.2325111798001482,0.0
5449,0,,0.0,1.0,131.0,1166.0,76.0,71.0,0.1904761904761904,0.0,GOOD TO FIRM,Sha Tin,0.0,0.1739130434782608,Turf,0.0,105.0,0.0,5.0,0,1.25,0.75,0.2857142857142857,0.3636363636363636,1.0,0.1904761904761904,ST,GOOD TO FIRM,A,0.0729047401742366,0.0
5492,0,,0.0,11.0,129.0,1166.0,76.0,71.0,0.1818181818181818,0.0,GOOD TO FIRM,Sha Tin,0.0,0.1666666666666666,Turf,0.0,20.0,0.0,0.0,0,2.75,0.75,0.2666666666666666,0.3333333333333333,0.25,0.1818181818181818,ST,GOOD,A+3,0.0289785595417168,0.0
5555,0,,0.0,7.0,132.0,1180.0,77.0,71.0,0.1739130434782608,0.0,GOOD,Sha Tin,0.0,0.16,Turf,0.0,25.0,0.0,1.0,0,3.0,0.5,0.0,0.3076923076923077,0.0,0.1739130434782608,HV,YIELDING,A,0.0512850066551905,0.0
5613,0,,0.0,6.0,132.0,1181.0,77.0,71.0,0.1739130434782608,0.0,GOOD,Sha Tin,0.0,0.1538461538461538,Turf,0.0,23.0,0.0,0.0,0,5.25,0.25,0.25,0.2857142857142857,0.0,0.1666666666666666,ST,GOOD,B+2,0.0374814261743526,0.0
5693,0,,0.0,8.0,129.0,1180.0,76.0,71.0,0.1666666666666666,0.0,GOOD,Sha Tin,0.0,0.1481481481481481,Turf,0.0,36.0,0.0,-1.0,0,7.25,0.0,0.2352941176470588,0.2666666666666666,0.5,0.16,ST,GOOD,B+2,0.0371007493215354,0.0
5776,0,,0.0,9.0,129.0,1172.0,76.0,71.0,0.16,0.0,GOOD,Sha Tin,0.0,0.1428571428571428,Turf,0.0,29.0,0.0,0.0,0,6.0,0.0,0.0,0.25,0.0,0.1538461538461538,ST,GOOD,C,0.0313413709336827,0.0
5828,0,,0.0,9.0,129.0,1169.0,76.0,71.0,0.1538461538461538,0.0,GOOD,Sha Tin,0.0,0.1379310344827586,Turf,0.0,22.0,0.0,0.0,0,6.25,0.0,0.2222222222222222,0.2352941176470588,0.0,0.1481481481481481,ST,GOOD,A+3,0.0942045611422805,0.0
5866,0,,0.0,1.0,129.0,1173.0,76.0,71.0,0.1481481481481481,0.0,GOOD,Sha Tin,0.0,0.1333333333333333,Turf,0.0,13.0,0.0,0.0,0,5.25,0.0,0.2105263157894736,0.2222222222222222,0.2,0.1428571428571428,ST,GOOD TO YIELDING,C,0.0680393697021452,0.0
5942,0,,0.0,3.0,127.0,1171.0,72.0,71.0,0.1428571428571428,0.0,GOOD,Sha Tin,0.0,0.1290322580645161,Turf,0.0,27.0,0.0,-4.0,0,4.75,0.0,0.2,0.2105263157894736,0.0,0.1379310344827586,ST,GOOD,C,0.0326794584788762,0.0
6006,0,,0.0,4.0,125.0,1182.0,72.0,71.0,0.1379310344827586,0.0,GOOD,Sha Tin,0.0,0.125,Turf,0.0,29.0,0.0,0.0,0,5.25,0.0,0.1904761904761904,0.2,0.0,0.1333333333333333,ST,GOOD TO FIRM,B+2,0.0475659170412978,0.0
6033,0,,0.0,4.0,124.0,1174.0,70.0,71.0,0.1333333333333333,0.0,GOOD,Sha Tin,0.0,0.1212121212121212,Turf,0.0,10.0,0.0,-2.0,0,6.5,0.0,0.0,0.1904761904761904,0.0,0.1290322580645161,HV,GOOD TO FIRM,B,0.0809799709894256,0.0
6093,0,,0.0,10.0,121.0,1177.0,68.0,71.0,0.1333333333333333,0.0,GOOD,Sha Tin,0.0,0.1176470588235294,Turf,0.0,25.0,0.0,-2.0,0,6.5,0.0,0.1818181818181818,0.1818181818181818,0.0,0.125,ST,GOOD TO FIRM,B+2,0.0404151544800742,0.0
6118,0,,0.0,2.0,116.0,1170.0,68.0,71.0,0.1290322580645161,0.0,GOOD,Sha Tin,0.0,0.1142857142857142,Turf,0.0,63.0,0.0,0.0,0,5.75,0.0,0.1739130434782608,0.1739130434782608,0.0,0.1212121212121212,ST,GOOD,C,0.0272858173204757,0.0
6158,0,,0.0,9.0,120.0,1179.0,65.0,71.0,0.125,0.0,GOOD,Sha Tin,0.0,0.1111111111111111,Turf,0.0,20.0,0.0,-3.0,0,5.75,0.0,0.1666666666666666,0.1666666666666666,0.0,0.1176470588235294,ST,GOOD,A+3,0.0627221954435661,0.0
6207,0,,0.0,6.0,115.0,1176.0,63.0,71.0,0.1212121212121212,0.0,GOOD,Sha Tin,0.0,0.1081081081081081,Turf,0.0,18.0,0.0,-2.0,0,6.0,0.0,0.0,0.16,0.0,0.1142857142857142,HV,GOOD TO YIELDING,C,0.0219585515915293,0.0
6262,0,,0.0,5.0,118.0,1187.0,60.0,71.0,0.1212121212121212,0.0,GOOD,Sha Tin,0.0,0.1052631578947368,Turf,0.0,21.0,0.0,-3.0,1,6.75,0.0,0.0,0.0,0.0,0.1111111111111111,HV,GOOD,B,0.0116374190923325,0.0
4129,1,,0.0,7.0,123.0,1183.0,52.0,,0.0,0.0,Unknown,Neutral,0.0,0.0,Neutral,0.0,30.0,0.0,0.0,0,7.0,0.0,0.0,0.0,0.0,0.1081081081081081,ST,GOOD TO FIRM,B+2,0.0080675584386834,0.0
4194,1,,0.0,5.0,125.0,1193.0,52.0,,0.0,0.0,Unknown,Neutral,0.0,0.0,Neutral,0.0,28.0,0.0,0.0,1,13.0,0.0,0.0,0.0,0.0,0.0,ST,GOOD,A+3,0.0081019774405398,0.0
4249,1,,0.0,4.0,124.0,1188.0,49.0,,0.0,0.0,Unknown,Neutral,0.0,0.0,Neutral,0.0,21.0,0.0,-3.0,1,13.5,0.0,0.0,0.0,0.0,0.0,ST,GOOD,A,0.0081697909021515,0.0
4306,1,,0.0,2.0,123.0,1180.0,47.0,,0.0,0.0,Unknown,Neutral,0.0,0.0,Neutral,0.0,21.0,0.0,-2.0,1,12.333333333333334,0.0,0.0,0.0,0.0,0.0,ST,GOOD,B+2,0.0208291697398303,0.0
4342,1,,0.0,6.0,116.0,1173.0,45.0,,0.0,0.0,Unknown,Neutral,0.0,0.0,Neutral,0.0,15.0,0.0,-2.0,0,10.75,0.0,0.0,0.0,0.1818181818181818,0.0,ST,GOOD,C+3,0.0097004100980369,0.0
4400,1,,0.0,9.0,115.0,1174.0,44.0,,0.0,0.0,Unknown,Neutral,0.0,0.0,Neutral,0.0,23.0,0.0,-1.0,1,10.75,0.0,0.0,0.0,0.0,0.0,HV,GOOD,C,0.0081966001184873,0.0
4463,1,,0.0,8.0,117.0,1169.0,42.0,,0.0,0.0,Unknown,Neutral,0.0,0.0,Neutral,0.0,25.0,0.0,-2.0,1,9.5,0.0,0.0,0.0,0.0,0.0,ST,GOOD TO FIRM,B+2,0.0233200032437745,0.0
4560,1,,0.0,1.0,112.0,1186.0,41.0,,0.0,0.0,Unknown,Neutral,0.0,0.0,Neutral,0.0,101.0,0.0,-1.0,0,8.0,0.0,0.0,0.0,0.0,0.0,ST,GOOD,A+3,0.0183091133408038,0.0
4677,1,,0.0,7.0,117.0,1198.0,41.0,,0.0,0.0,GOOD,Neutral,0.0,0.0,Neutral,0.0,46.0,0.0,0.0,0,7.25,0.0,0.0,0.0,0.0,0.0,ST,GOOD TO FIRM,C,0.1539811424960362,0.0
4722,1,,0.0,4.0,133.0,1177.0,40.0,,0.0,0.0,GOOD,Neutral,0.0,0.0,Neutral,0.0,21.0,1.0,-1.0,0,5.5,0.0,0.0,0.0,0.0,0.0,ST,GOOD TO FIRM,B+2,0.2391089892749623,0.0
4798,1,,0.0,11.0,131.0,1188.0,38.0,,0.0,0.0,GOOD,Neutral,0.0,0.0,Neutral,0.0,27.0,0.0,-2.0,1,4.5,0.0,0.0,0.0,0.1666666666666666,0.0,ST,GOOD TO FIRM,A+3,0.1275436119973366,0.0
4868,1,,0.0,6.0,129.0,1194.0,36.0,,0.0,0.0,GOOD,Neutral,0.0,0.0,Neutral,0.0,29.0,0.0,-2.0,1,5.25,0.0,0.0,0.0,0.1538461538461538,0.0,ST,GOOD TO FIRM,A+3,0.1086839298811713,0.0
4911,1,,0.0,11.0,127.0,1175.0,36.0,,0.0,0.0,GOOD,Neutral,0.0,0.0,Neutral,0.0,17.0,0.0,0.0,0,8.0,0.0,0.0,0.0,0.0,0.0,HV,GOOD,A,0.0327491641599043,0.0
4929,1,,0.0,1.0,130.0,1172.0,36.0,,0.0,0.0,GOOD,Neutral,0.0,0.0,Neutral,0.0,7.0,0.0,0.0,0,7.0,0.0,0.0,0.0,0.0,0.0,HV,GOOD TO FIRM,B,0.1537160106335434,0.0
5015,1,,0.0,12.0,130.0,1174.0,36.0,,0.0,0.0,GOOD,Neutral,0.0,0.0,Neutral,0.0,35.0,0.0,0.0,0,8.0,0.0,0.0,0.0,0.0,0.0,HV,GOOD,C,0.148267325945572,0.0
5072,1,,0.0,10.0,130.0,1178.0,37.0,,0.0,0.0,GOOD,Neutral,0.0,0.0,Neutral,1.0,25.0,0.0,1.0,0,6.75,0.0,0.0,0.0,0.1428571428571428,0.0,ST,GOOD,A,0.1935773258180007,0.0
5254,1,,0.0,14.0,130.0,1178.0,37.0,,0.0,0.0,GOOD,Neutral,0.0,0.0,Neutral,0.0,70.0,0.0,0.0,0,5.5,0.0,0.0,0.0,0.1333333333333333,0.0,ST,GOOD,C,0.2792835258953227,0.0
5294,1,,1.0,7.0,133.0,1175.0,40.0,,0.0,0.0,GOOD,Neutral,0.0,0.0,Neutral,0.0,14.0,0.0,3.0,0,5.5,0.0,0.0,0.0,0.125,0.0,ST,GOOD TO FIRM,A+3,0.5042039683192069,0.0
5361,1,,0.0,9.0,108.0,1178.0,45.0,40.0,0.0714285714285714,0.0,GOOD TO FIRM,Sha Tin,0.0,0.0588235294117647,Turf,0.0,76.0,-1.0,5.0,0,3.5,0.25,0.0,0.1111111111111111,0.1764705882352941,0.5,ST,GOOD TO FIRM,C+3,0.3433017343900887,0.0
5438,1,,0.0,12.0,120.0,1161.0,45.0,40.0,0.0666666666666666,0.0,GOOD TO FIRM,Sha Tin,0.0,0.0555555555555555,Turf,0.0,33.0,0.0,0.0,0,5.5,0.25,0.0,0.1,0.0,0.3333333333333333,HV,GOOD,C+3,0.198944810237561,0.0
5515,1,,0.0,1.0,123.0,1171.0,49.0,40.0,0.0666666666666666,0.0,GOOD,Sha Tin,0.0,0.0526315789473684,Turf,0.0,34.0,0.0,4.0,0,3.75,0.25,0.0,0.0909090909090909,0.1666666666666666,0.25,HV,GOOD,C,0.3676990764248034,0.0
5580,1,,0.0,9.0,123.0,1185.0,49.0,40.0,0.0666666666666666,0.0,GOOD,Sha Tin,0.0,0.05,Turf,0.0,24.0,0.0,0.0,0,4.0,0.25,0.0,0.0833333333333333,0.1578947368421052,0.2,ST,GOOD,C+3,0.0617533301508823,0.0
5619,1,,0.0,9.0,122.0,1182.0,48.0,40.0,0.0625,0.0,GOOD,Sha Tin,0.0,0.0476190476190476,Turf,0.0,18.0,0.0,-1.0,0,5.5,0.0,0.0,0.0769230769230769,0.0,0.1666666666666666,HV,GOOD,A,0.0898403835815376,0.0
5734,1,,0.0,4.0,120.0,1178.0,47.0,40.0,0.0625,0.0,GOOD,Sha Tin,0.0,0.0454545454545454,Turf,0.0,46.0,0.0,-1.0,0,5.5,0.0,0.0,0.0714285714285714,0.15,0.1428571428571428,ST,GOOD,A,0.0168104344497863,0.0
5962,1,,0.0,12.0,120.0,1172.0,46.0,40.0,0.0588235294117647,0.0,GOOD,Sha Tin,0.0,0.0434782608695652,Turf,0.0,87.0,0.0,-1.0,0,7.75,0.0,0.0,0.0666666666666666,0.0,0.125,HV,GOOD,B,0.0911172542568926,0.0
6041,1,,0.0,6.0,118.0,1162.0,44.0,40.0,0.0588235294117647,0.0,GOOD,Sha Tin,0.0,0.0416666666666666,Turf,0.0,32.0,0.0,-2.0,0,10.0,0.0,0.25,0.0625,0.1428571428571428,0.1111111111111111,ST,GOOD TO FIRM,C+3,0.0124608435239965,0.0
2150,2,A BEAUTIFUL,0.0,9.0,129.0,1098.0,60.0,,0.0,0.0,Unknown,Neutral,0.0,0.0,Neutral,0.0,30.0,0.0,0.0,0,7.0,0.0,0.0,0.0,0.0,0.1,ST,GOOD TO FIRM,B+2,0.0239385523446242,0.0
2189,2,A BEAUTIFUL,0.0,10.0,128.0,1100.0,60.0,,0.0,0.0,Unknown,Neutral,0.0,0.0,Neutral,0.0,14.0,0.0,0.0,0,9.0,0.0,0.0,0.0,0.0,0.0,ST,GOOD TO FIRM,C+3,0.0082576385304561,0.0
2291,2,A BEAUTIFUL,0.0,8.0,120.0,1041.0,60.0,,0.0,0.0,Unknown,Neutral,0.0,0.0,Neutral,0.0,101.0,-1.0,0.0,0,9.0,0.0,0.0,0.0,0.0,0.0,HV,GOOD,C,0.0188438902472823,0.0
2338,2,A BEAUTIFUL,0.0,14.0,121.0,1039.0,60.0,,0.0,0.0,Unknown,Neutral,0.0,0.0,Neutral,0.0,18.0,1.0,0.0,0,9.0,0.0,0.0,0.0,0.0,0.0,ST,GOOD,A+3,0.0895742696327995,0.0
2375,2,A BEAUTIFUL,0.0,7.0,120.0,1034.0,60.0,,0.0,0.0,Unknown,Neutral,0.0,0.0,Neutral,0.0,14.0,0.0,0.0,0,9.0,0.0,0.0,0.0,0.0,0.0,ST,GOOD,B+2,0.0942416850082991,0.0
2401,2,A BEAUTIFUL,0.0,3.0,117.0,1039.0,60.0,,0.0,0.0,GOOD,Neutral,0.0,0.0,Neutral,0.0,14.0,-1.0,0.0,0,7.5,0.0,0.0,0.0,0.0,0.0,ST,GOOD,A,0.0279361960097533,0.0
2475,2,A BEAUTIFUL,1.0,9.0,121.0,1035.0,60.0,,0.0,0.0,GOOD,Neutral,0.0,0.0,Neutral,0.0,28.0,1.0,0.0,0,7.0,0.0,0.0,0.0,0.0,0.0,ST,GOOD TO FIRM,A,0.0298594496221818,0.0
2542,2,A BEAUTIFUL,0.0,8.0,126.0,1049.0,60.0,60.0,0.1666666666666666,0.0,GOOD TO FIRM,Sha Tin,0.0,0.1428571428571428,Turf,0.0,28.0,0.0,0.0,0,5.0,0.25,0.0,0.1428571428571428,0.5,0.1428571428571428,ST,GOOD,B+2,0.1159270030428943,0.0
2634,2,A BEAUTIFUL,0.0,10.0,120.0,1045.0,60.0,60.0,0.1428571428571428,0.0,GOOD TO FIRM,Sha Tin,0.0,0.125,Turf,0.0,34.0,-1.0,0.0,0,4.0,0.25,0.0,0.125,0.0,0.125,ST,GOOD,C+3,0.1297328945991531,0.0
2671,2,A BEAUTIFUL,0.0,13.0,131.0,1040.0,60.0,60.0,0.125,0.0,GOOD,Sha Tin,0.0,0.1111111111111111,Turf,0.0,15.0,1.0,0.0,0,3.75,0.25,0.0,0.1111111111111111,0.0,0.1111111111111111,ST,GOOD,A+3,0.1164622641190447,0.0
2705,2,A BEAUTIFUL,1.0,10.0,120.0,1032.0,60.0,60.0,0.1111111111111111,0.0,GOOD,Sha Tin,0.0,0.1,Turf,0.0,13.0,-1.0,0.0,0,3.5,0.25,0.0,0.1,0.0,0.1,ST,GOOD,C+3,0.1203496931832641,0.0
2965,2,A BEAUTIFUL,0.0,14.0,131.0,1019.0,60.0,60.0,0.2,0.0,GOOD,Sha Tin,0.0,0.1818181818181818,Turf,0.0,113.0,1.0,0.0,0,3.5,0.25,0.1428571428571428,0.1818181818181818,0.6666666666666666,0.1818181818181818,ST,GOOD TO FIRM,B,0.0619295620439127,0.0
3004,2,A BEAUTIFUL,0.0,5.0,133.0,1019.0,60.0,60.0,0.1818181818181818,0.0,GOOD,Sha Tin,0.0,0.1666666666666666,Turf,0.0,14.0,0.0,0.0,0,4.5,0.25,0.125,0.1666666666666666,0.0,0.1666666666666666,ST,GOOD,A,0.0542704163685692,0.0
3015,2,A BEAUTIFUL,0.0,1.0,132.0,1034.0,60.0,60.0,0.1666666666666666,0.0,GOOD,Sha Tin,0.0,0.1538461538461538,Turf,0.0,55.0,0.0,0.0,0,4.5,0.25,0.1111111111111111,0.1538461538461538,0.0,0.1538461538461538,ST,GOOD,A,0.2393477646945053,0.0
3052,2,A BEAUTIFUL,0.0,6.0,133.0,1022.0,60.0,60.0,0.1538461538461538,0.0,GOOD,Sha Tin,0.0,0.1428571428571428,Turf,0.0,15.0,0.0,0.0,0,5.75,0.25,0.1,0.1428571428571428,0.0,0.1428571428571428,ST,GOOD,C,0.0738813045066863,0.0
3236,2,A BEAUTIFUL,0.0,11.0,117.0,1069.0,60.0,60.0,0.1428571428571428,0.0,GOOD,Sha Tin,0.0,0.1333333333333333,Turf,0.0,77.0,-1.0,0.0,0,7.0,0.0,0.0909090909090909,0.1333333333333333,0.0,0.1333333333333333,ST,GOOD,A,0.027447840441808,0.0
3392,2,A BEAUTIFUL,0.0,4.0,123.0,1046.0,60.0,60.0,0.1333333333333333,0.0,GOOD,Sha Tin,0.0,0.125,Turf,0.0,65.0,0.0,0.0,0,6.5,0.0,0.0833333333333333,0.125,0.0,0.125,ST,GOOD,C+3,0.1158833387175409,0.0
3438,2,A BEAUTIFUL,0.0,2.0,120.0,1050.0,60.0,60.0,0.125,0.0,GOOD,Sha Tin,0.0,0.1176470588235294,Turf,0.0,18.0,0.0,0.0,0,7.0,0.0,0.0769230769230769,0.1176470588235294,0.0,0.1176470588235294,ST,GOOD,C,0.1661210485827439,0.0
3492,2,A BEAUTIFUL,0.0,12.0,121.0,1052.0,60.0,60.0,0.1176470588235294,0.0,GOOD,Sha Tin,0.0,0.1111111111111111,Turf,0.0,22.0,0.0,0.0,0,5.0,0.0,0.0714285714285714,0.1111111111111111,0.0,0.1111111111111111,ST,GOOD,A+3,0.067635676634433,0.0
3558,2,A BEAUTIFUL,0.0,5.0,133.0,1040.0,60.0,60.0,0.1111111111111111,0.0,GOOD,Sha Tin,0.0,0.1052631578947368,Turf,0.0,27.0,1.0,0.0,0,4.75,0.0,0.0666666666666666,0.1052631578947368,0.0,0.1052631578947368,ST,GOOD,C+3,0.0820163297103334,0.0
3631,2,A BEAUTIFUL,0.0,2.0,114.0,1043.0,60.0,60.0,0.1052631578947368,0.0,GOOD,Sha Tin,0.0,0.1,Turf,0.0,28.0,-1.0,0.0,0,4.5,0.0,0.0,0.1,0.1363636363636363,0.1,ST,GOOD,C,0.1301613025449932,0.0
3709,2,A BEAUTIFUL,0.0,3.0,132.0,1031.0,60.0,60.0,0.1,0.0,GOOD,Sha Tin,0.0,0.0952380952380952,Turf,0.0,29.0,1.0,0.0,0,4.0,0.0,0.0625,0.0952380952380952,0.0,0.0952380952380952,ST,GOOD,C+3,0.0501081901266662,0.0
3766,2,A BEAUTIFUL,0.0,5.0,132.0,1046.0,60.0,60.0,0.0952380952380952,0.0,GOOD,Sha Tin,0.0,0.0909090909090909,Turf,0.0,21.0,0.0,0.0,0,4.75,0.0,0.0588235294117647,0.0909090909090909,0.0,0.0909090909090909,ST,YIELDING,B+2,0.0325345371711454,0.0
3883,2,A BEAUTIFUL,0.0,11.0,127.0,1055.0,60.0,60.0,0.0909090909090909,0.0,GOOD,Sha Tin,0.0,0.0869565217391304,Turf,0.0,108.0,0.0,0.0,0,5.25,0.0,1.0,0.0869565217391304,0.0,0.0869565217391304,HV,GOOD TO FIRM,C,0.0508383683136396,0.0
3928,2,A BEAUTIFUL,0.0,9.0,126.0,1042.0,60.0,60.0,0.0909090909090909,0.0,GOOD,Sha Tin,0.0,0.0833333333333333,Turf,0.0,17.0,-1.0,0.0,0,5.25,0.0,0.0555555555555555,0.0833333333333333,0.0,0.0833333333333333,ST,GOOD TO FIRM,A,0.1038807150079305,0.0
3967,2,A BEAUTIFUL,0.0,5.0,131.0,1048.0,60.0,60.0,0.0869565217391304,0.0,GOOD,Sha Tin,0.0,0.08,Turf,0.0,15.0,1.0,0.0,0,5.75,0.0,0.0526315789473684,0.08,0.0,0.08,ST,GOOD TO FIRM,C,0.0405228638972013,0.0
4001,2,A BEAUTIFUL,0.0,1.0,129.0,1057.0,60.0,60.0,0.0833333333333333,0.0,GOOD,Sha Tin,0.0,0.0769230769230769,Turf,0.0,14.0,0.0,0.0,0,5.75,0.0,0.0,0.0769230769230769,0.0,0.0769230769230769,ST,GOOD TO FIRM,A,0.0347462627609561,0.0
4071,2,A BEAUTIFUL,0.0,4.0,129.0,1067.0,60.0,60.0,0.08,0.0,GOOD TO FIRM,Sha Tin,0.0,0.074074074074074,Turf,0.0,24.0,0.0,0.0,0,4.75,0.0,0.0,0.074074074074074,0.0,0.074074074074074,ST,GOOD,C,0.0730232556504067,0.0
4144,2,A BEAUTIFUL,0.0,2.0,120.0,1064.0,60.0,60.0,0.0769230769230769,0.0,GOOD,Sha Tin,0.0,0.0714285714285714,Turf,0.0,32.0,-1.0,0.0,0,3.75,0.0,0.05,0.0714285714285714,0.0,0.0714285714285714,ST,GOOD,C,0.1510587358479603,0.0
