race_id,horse_no,horse_id,result,won,lengths_behind,horse_age,horse_country,horse_type,horse_rating,horse_gear,declared_weight,actual_weight,draw,position_sec1,position_sec2,position_sec3,position_sec4,position_sec5,position_sec6,behind_sec1,behind_sec2,behind_sec3,behind_sec4,behind_sec5,behind_sec6,time1,time2,time3,time4,time5,time6,finish_time,win_odds,place_odds,trainer_id,jockey_id
3,5,3872,1,1.0,0.0,3,NZ,Gelding,60,--,1231.0,119,4,2,3,1,,,,1.0,1.5,1.75,,,,24.49,22.55,21.85,,,,68.89,5.2,1.4,118,2
3,6,1398,10,0.0,5.25,3,AUS,Gelding,60,--,1213.0,119,12,12,12,10,,,,6.75,6.25,5.25,,,,25.41,22.39,21.95,,,,69.75,36.0,11.0,137,64
3,7,939,4,0.0,2.25,3,NZ,Gelding,60,--,1137.0,114,2,6,6,4,,,,2.75,3.0,2.25,,,,24.77,22.51,21.94,,,,69.22,15.0,4.5,29,162
3,8,4006,7,0.0,4.25,3,USA,Horse,60,--,1074.0,115,1,4,4,7,,,,1.5,2.75,4.25,,,,24.57,22.67,22.33,,,,69.57,2.9,1.6,137,69
3,9,3844,9,0.0,4.75,3,NZ,Gelding,60,--,1195.0,113,8,10,11,9,,,,5.25,4.75,4.75,,,,25.17,22.39,22.11,,,,69.67,15.0,4.2,38,34
3,10,713,3,0.0,2.0,3,AUS,Gelding,60,--,1214.0,114,5,1,1,3,,,,1.0,0.25,2.0,,,,24.33,22.47,22.4,,,,69.2,5.1,1.6,29,154
3,11,4056,8,0.0,4.75,3,NZ,Gelding,60,--,1211.0,110,7,9,10,8,,,,5.25,4.5,4.75,,,,25.17,22.35,22.14,,,,69.66,74.0,18.0,75,131
3,12,2002,12,0.0,10.25,3,AUS,Gelding,60,--,1153.0,111,10,7,7,12,,,,3.5,4.0,10.25,,,,24.89,22.55,23.08,,,,70.52,68.0,18.0,38,151
4,1,82,3,0.0,0.5,3,NZ,Gelding,60,--,1076.0,133,4,9,9,10,3.0,,,3.5,5.75,7.5,0.5,,,26.01,23.88,23.59,22.46,,,95.94,5.2,1.7,138,18
4,2,97,1,1.0,0.0,3,AUS,Gelding,60,--,1044.0,132,3,10,11,11,1.0,,,4.0,6.25,7.75,0.15,,,26.09,23.88,23.55,22.32,,,95.84,3.6,1.5,97,69
4,3,3701,5,0.0,3.5,3,NZ,Gelding,60,--,1065.0,132,2,6,8,6,5.0,,,2.5,5.0,6.5,3.5,,,25.85,23.92,23.55,23.08,,,96.4,8.2,2.5,118,2
4,4,4061,11,0.0,6.75,3,NZ,Gelding,60,--,1161.0,126,13,4,2,3,11.0,,,2.0,2.25,5.0,6.75,,,25.77,23.56,23.75,23.84,,,96.92,28.0,8.1,75,162
4,5,887,6,0.0,4.25,3,IRE,Gelding,60,--,1040.0,128,6,3,3,2,6.0,,,1.75,2.5,4.5,4.25,,,25.73,23.64,23.63,23.51,,,96.51,33.0,10.0,47,183
4,6,134,12,0.0,8.25,3,AUS,Gelding,60,--,1106.0,120,14,12,10,9,12.0,,,4.5,6.0,7.0,8.25,,,26.17,23.76,23.47,23.76,,,97.16,43.0,18.0,55,138
4,7,3301,4,0.0,2.75,3,AUS,Gelding,60,--,1019.0,125,12,7,7,8,4.0,,,3.25,4.75,7.0,2.75,,,25.97,23.76,23.67,22.9,,,96.3,12.0,4.0,164,57
4,8,243,7,0.0,4.5,3,NZ,Brown,60,--,1009.0,120,11,11,12,12,7.0,,,4.25,6.5,8.75,4.5,,,26.13,23.88,23.67,22.9,,,96.58,13.0,4.9,54,34
4,9,1332,8,0.0,5.75,3,IRE,Gelding,60,--,1011.0,120,8,14,14,13,8.0,,,5.75,7.75,10.0,5.75,,,26.37,23.84,23.67,22.88,,,96.76,6.1,1.9,7,115
4,10,277,2,0.0,0.15,3,IRE,Gelding,60,--,999.0,114,7,1,1,1,2.0,,,1.25,2.25,4.5,0.15,,,25.45,23.52,23.31,23.59,,,95.87,11.0,2.8,132,131
4,11,3105,10,0.0,6.5,3,NZ,Gelding,60,--,1011.0,117,9,2,4,7,10.0,,,1.25,3.75,6.75,6.5,,,25.65,23.92,23.79,23.52,,,96.88,19.0,6.4,98,154
4,12,1895,9,0.0,6.0,3,NZ,Gelding,60,--,988.0,106,1,8,6,5,9.0,,,3.25,4.5,5.75,6.0,,,25.97,23.72,23.51,23.6,,,96.8,31.0,9.3,9,63
4,13,2171,13,0.0,9.75,3,NZ,Gelding,60,--,1157.0,113,10,5,5,4,13.0,,,2.25,4.0,5.75,9.75,,,25.81,23.8,23.59,24.2,,,97.4,99.0,26.0,128,151
4,14,539,14,0.0,22.0,3,NZ,Gelding,60,--,1152.0,103,5,13,13,14,14.0,,,4.75,7.5,11.0,22.0,,,26.21,23.96,23.87,25.32,,,99.36,25.0,7.7,38,40
5,1,247,6,0.0,6.5,3,NZ,Gelding,60,--,1143.0,133,10,4,5,6,,,,5.5,7.0,6.5,,,,24.35,22.72,23.15,,,,70.22,17.0,4.8,118,2
5,2,3712,10,0.0,10.5,3,AUS,Gelding,60,--,1096.0,133,6,7,8,10,,,,6.75,9.75,10.5,,,,24.55,22.96,23.37,,,,70.88,1.8,1.1,75,18
5,3,3859,5,0.0,5.75,3,NZ,Gelding,60,--,1169.0,132,14,12,10,5,,,,9.25,10.75,5.75,,,,24.95,22.72,22.44,,,,70.11,28.0,6.9,137,69
5,4,1899,4,0.0,5.5,3,NZ,Rig,60,--,1120.0,130,9,8,7,4,,,,7.75,9.5,5.5,,,,24.71,22.76,22.6,,,,70.07,11.0,2.2,38,115
5,5,3125,8,0.0,9.25,3,AUS,Gelding,60,--,1136.0,126,3,2,2,8,,,,2.75,2.75,9.25,,,,23.91,22.48,24.3,,,,70.69,13.0,2.9,132,64
5,6,3918,13,0.0,16.0,3,NZ,Gelding,60,--,1235.0,125,1,11,12,13,,,,8.25,12.25,16.0,,,,24.79,23.12,23.85,,,,71.76,99.0,24.0,117,154
5,7,1865,12,0.0,15.25,3,NZ,Gelding,60,--,1015.0,120,2,13,13,12,,,,9.75,14.0,15.25,,,,25.03,23.16,23.41,,,,71.6,99.0,23.0,97,149
5,8,1369,3,0.0,4.5,3,NZ,Gelding,60,--,1114.0,124,13,6,6,3,,,,6.25,8.25,4.5,,,,24.47,22.8,22.64,,,,69.91,32.0,7.0,69,183
5,9,585,1,1.0,0.0,3,AUS,Horse,60,--,1170.0,124,8,1,1,1,,,,2.75,2.75,3.25,,,,23.47,22.48,23.25,,,,69.2,6.1,1.6,47,138
5,10,1688,9,0.0,9.5,3,NZ,Gelding,60,--,1015.0,123,12,9,11,9,,,,8.0,11.5,9.5,,,,24.75,23.04,22.92,,,,70.71,8.5,2.8,164,57
5,11,3499,11,0.0,11.0,3,AUS,Gelding,60,--,1087.0,121,5,10,9,11,,,,8.25,10.0,11.0,,,,24.79,22.76,23.39,,,,70.94,37.0,5.9,98,151
5,12,475,14,0.0,29.75,3,NZ,Gelding,60,--,1098.0,119,11,14,14,14,,,,10.5,18.75,29.75,,,,25.15,23.8,25.01,,,,73.96,99.0,40.0,54,38
5,13,3119,7,0.0,6.5,3,IRE,Gelding,60,--,1064.0,115,4,5,4,7,,,,6.25,6.75,6.5,,,,24.47,22.56,23.2,,,,70.23,22.0,5.3,63,34
5,14,2327,2,0.0,3.25,3,AUS,Gelding,60,--,1155.0,110,7,3,3,2,,,,4.5,5.75,3.25,,,,24.19,22.68,22.83,,,,69.7,99.0,40.0,138,128
6,1,2997,7,0.0,5.25,3,AUS,Horse,60,--,1113.0,133,7,11,10,9,7.0,,,4.25,8.0,8.75,5.25,,,14.43,22.21,22.93,22.78,,,82.35,6.3,2.1,29,18
6,2,1202,8,0.0,5.75,3,NZ,Gelding,60,--,1059.0,127,2,8,9,10,8.0,,,3.0,7.75,9.5,5.75,,,14.23,22.37,23.09,22.75,,,82.44,16.0,4.3,137,128
6,3,1904,6,0.0,5.0,3,NZ,Gelding,60,--,1181.0,131,12,2,3,2,6.0,,,0.15,2.0,3.25,5.0,,,13.75,21.93,23.01,23.61,,,82.3,5.7,2.0,98,69
6,4,1852,12,0.0,18.25,3,IRE,Gelding,60,--,1057.0,124,6,1,2,3,12.0,,,0.15,1.75,3.75,18.25,,,13.75,21.89,23.13,25.65,,,84.42,5.1,1.4,54,59
6,5,3346,1,1.0,0.0,3,AUS,Gelding,60,--,1052.0,125,9,3,4,4,1.0,,,0.15,3.75,4.75,3.75,,,13.75,22.21,22.97,22.58,,,81.51,16.0,4.1,7,115
6,6,1863,3,0.0,3.75,3,AUS,Colt,60,--,1103.0,123,8,5,5,5,3.0,,,1.5,5.0,6.25,3.75,,,13.99,22.17,23.01,22.93,,,82.1,31.0,7.9,164,57
6,7,3788,2,0.0,3.75,3,AUS,Brown,60,--,1049.0,123,5,9,7,7,2.0,,,3.25,6.5,7.0,3.75,,,14.27,22.13,22.89,22.8,,,82.09,8.6,2.1,117,138
6,8,4041,5,0.0,4.75,3,IRE,Gelding,60,--,1039.0,123,10,7,8,8,5.0,,,2.75,7.0,7.25,4.75,,,14.19,22.29,22.85,22.93,,,82.26,52.0,8.8,38,154
6,9,3440,10,0.0,7.5,3,NZ,Gelding,60,--,1069.0,119,3,4,1,1,10.0,,,0.25,1.75,3.25,7.5,,,13.79,21.57,22.81,24.53,,,82.7,56.0,14.0,128,151
6,10,3101,4,0.0,4.5,3,AUS,Gelding,60,--,1142.0,116,1,12,12,11,4.0,,,4.25,10.0,10.75,4.5,,,14.43,22.53,22.93,22.35,,,82.24,2.7,1.5,75,162
6,11,3841,11,0.0,14.5,3,AUS,Gelding,60,--,1068.0,115,11,10,11,12,11.0,,,3.75,9.5,10.75,14.5,,,14.35,22.53,23.01,23.95,,,83.84,99.0,33.0,137,155
6,12,1420,9,0.0,6.25,3,NZ,Gelding,60,--,1248.0,111,4,6,6,6,9.0,,,1.75,5.5,6.75,6.25,,,14.03,22.21,23.01,23.27,,,82.52,99.0,30.0,97,149
7,1,3352,8,0.0,3.5,3,AUS,Gelding,60,--,1210.0,133,10,9,10,8,,,,2.0,4.0,3.5,,,,13.87,20.88,22.35,,,,57.1,11.0,3.6,98,2
7,2,2795,9,0.0,5.75,3,FR,Gelding,60,--,1044.0,133,3,11,9,9,,,,2.75,3.5,5.75,,,,13.99,20.68,22.78,,,,57.45,36.0,9.8,9,145
7,3,4202,2,0.0,0.15,3,NZ,Gelding,60,--,1065.0,126,8,13,13,2,,,,4.5,7.0,0.15,,,,14.27,20.96,21.34,,,,56.57,21.0,4.4,55,183
7,4,4343,5,0.0,1.5,3,NZ,Gelding,60,--,1179.0,123,11,12,11,5,,,,3.25,4.0,1.5,,,,14.07,20.68,22.01,,,,56.76,26.0,7.4,97,138
7,6,4222,4,0.0,1.25,3,NZ,Gelding,60,--,1182.0,117,4,1,1,4,,,,0.15,0.5,1.25,,,,13.55,20.56,22.62,,,,56.73,24.0,7.1,80,59
7,7,3732,12,0.0,8.5,3,NZ,Gelding,60,--,1212.0,122,5,3,3,12,,,,0.25,0.75,8.5,,,,13.59,20.64,23.68,,,,57.91,2.7,1.4,118,69
7,8,2644,3,0.0,1.25,3,IRE,Gelding,60,--,1096.0,120,6,10,7,3,,,,2.0,2.75,1.25,,,,13.87,20.68,22.17,,,,56.72,6.3,1.8,7,115
7,9,910,11,0.0,6.75,3,AUS,Gelding,60,--,1167.0,110,2,2,2,11,,,,0.15,0.5,6.75,,,,13.55,20.64,23.43,,,,57.62,22.0,7.4,38,40
7,10,4101,10,0.0,5.75,3,NZ,Gelding,60,--,1087.0,119,12,6,8,10,,,,1.5,3.0,5.75,,,,13.79,20.8,22.89,,,,57.48,22.0,6.0,98,64
7,11,4058,13,0.0,10.75,3,NZ,Gelding,60,--,1077.0,115,13,5,12,13,,,,1.5,5.0,10.75,,,,13.79,21.12,23.36,,,,58.27,71.0,26.0,47,34
7,12,2161,6,0.0,1.5,3,AUS,Gelding,60,--,1152.0,111,1,7,5,6,,,,1.5,2.0,1.5,,,,13.79,20.64,22.34,,,,56.77,17.0,6.0,70,149
7,13,3697,1,1.0,0.0,3,NZ,Gelding,60,--,1250.0,113,7,8,6,1,,,,1.75,2.0,0.15,,,,13.83,20.6,22.12,,,,56.55,7.0,2.3,69,162
7,14,2671,7,0.0,3.25,3,NZ,Gelding,60,--,1099.0,110,9,4,4,7,,,,0.75,1.0,3.25,,,,13.67,20.6,22.78,,,,57.05,6.6,1.7,29,128
8,1,2329,7,0.0,3.75,3,NZ,Gelding,60,--,1153.0,128,7,8,7,7,7.0,,,4.5,7.5,5.0,3.75,,,14.03,22.68,23.52,22.95,,,83.18,15.0,3.1,97,149
8,2,256,3,0.0,1.75,3,SAF,Gelding,60,--,1131.0,131,14,1,1,1,3.0,,,1.0,2.0,2.25,1.75,,,13.31,22.2,23.92,23.46,,,82.89,10.0,3.3,80,154
8,3,3452,4,0.0,2.0,3,NZ,Gelding,60,--,1101.0,127,11,7,8,8,4.0,,,4.5,8.25,5.0,2.0,,,14.03,22.8,23.4,22.67,,,82.9,20.0,5.4,75,131
